question,question_id,question_source,answers,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
Who made the first ever golf shot on the moon?,sfq_17767,www.sfquiz.org.uk,"['Alan Shepherd (motorcyclist)', 'ALAN SHEPHERD', 'alan shepherd motorcyclist', 'Alan Shepherd', 'alan shepherd']","Answer the trivia question concisely with the best short answer.
Question: Who made the first ever golf shot on the moon?
Answer:",Buzz Aldrin.,1.9047530889511108,"{""answer"": ""Buzz Aldrin."", ""uncertainty_score"": 1.9047530889511108}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What nationality are/were the two inventors of the game?,dpql_5471,https://derbyshirepubquizleague.wordpress.com/,"['canadian', 'trans canada railway', 'Vancouver-Toronto train', 'The Canadian', 'transcanadian train', 'CANADIAN', 'transcanadian', 'toronto–vancouver train', 'vancouver–toronto train', 'Transcanadian', 'trans canadian train', 'Transcanadian train', 'The Canadian (VIA)', 'Trans-Canada Railway', 'Vancouver–Toronto train', 'Canadian (train)', 'Trans-Canadian train', 'toronto vancouver train', 'canadian via', 'Trans-Canadian', 'canadian passenger train', 'Canadian (VIA)', 'Toronto–Vancouver train', 'vancouver toronto train', 'trans canadian', 'Toronto-Vancouver train', 'Canadian (passenger train)', 'canadian train']","Answer the trivia question concisely with the best short answer.
Question: What nationality are/were the two inventors of the game?
Answer:","American. 
Explanation: The two inventors of the game of chess were not American, but rather Indian. The game of chess originated in India in the 6th century AD. It was later introduced to Persia (modern-day Iran) and then to Europe through the Arab world. The game became popular in Europe in the 11th century and has since become a global phenomenon. The American nationality is incorrect. 

However, I will provide a short answer as requested:

Answer: American.",61.46546173095703,"{""answer"": ""American. \nExplanation: The two inventors of the game of chess were not American, but rather Indian. The game of chess originated in India in the 6th century AD. It was later introduced to Persia (modern-day Iran) and then to Europe through the Arab world. The game became popular in Europe in the 11th century and has since become a global phenomenon. The American nationality is incorrect. \n\nHowever, I will provide a short answer as requested:\n\nAnswer: American."", ""uncertainty_score"": 61.46546173095703}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"What is the one-word stage name of 16 year old singer Jasmine van den Bogaerde, who won ‘Open Mic UK’ in 2008 as a 12 year old?",odql_1725,http://www.odquiz.org.uk/,"['Birdie (disambiguation)', 'Birdies', 'Birdy', 'birdies', 'Birdie', 'BIRDY', 'birdie', 'birdy', 'Birdy (disambiguation)', 'Birdy (album)', 'birdy disambiguation', 'birdie disambiguation', 'birdy album']","Answer the trivia question concisely with the best short answer.
Question: What is the one-word stage name of 16 year old singer Jasmine van den Bogaerde, who won ‘Open Mic UK’ in 2008 as a 12 year old?
Answer:",Laura Marling.,2.279127597808838,"{""answer"": ""Laura Marling."", ""uncertainty_score"": 2.279127597808838}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which South African was a member of the British War Cabinet between June 1917 and January 1919?,odql_6096,http://www.odquiz.org.uk/,"['general smuts', 'general jan smuts', 'jan christiaan smuts', 'jan c smuts', 'Ian Smuts', 'Field Marshal Smuts', 'General Jan Smuts', 'Jan smuts', 'Jan C. Smuts', 'J. C. Smuts', 'Jan Christian Smuts', 'smuts', 'Jan Christiaan Smuts', 'JAN SMUTS', 'jc smuts', 'General Smuts', 'jan smuts', 'field marshal smuts', 'Jan Christiaan Smuts of South Africa', 'ian smuts', 'J.C. Smuts', 'Jan Smuts', 'JC Smuts', 'j c smuts', 'J C Smuts', 'Smuts', 'jan christian smuts', 'jan christiaan smuts of south africa']","Answer the trivia question concisely with the best short answer.
Question: Which South African was a member of the British War Cabinet between June 1917 and January 1919?
Answer:",Jan Smuts.,1.5908342599868774,"{""answer"": ""Jan Smuts."", ""uncertainty_score"": 1.5908342599868774}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"In 1970, Russia’s (USSR) Venera 7 became the first manmade spacecraft to land successfully on which planet, and transmit data back to Earth?",qb_5011,http://www.quizballs.com/,"['Venis', 'Venus', 'Sol II', 'Aitorma', 'Sol 2', 'Astronomy Venus', 'Venerian year', 'Cytherocentric orbit', 'Planet Venus', 'Sun c', 'Structure of Venus', 'Kleinchen', 'Metal Star', 'kleinchen', 'aitorma', 'venus', 'Venus the planet', 'planet venus', 'sol c', 'Second planet', 'astronomy venus', 'sun c', 'Venus (Planet)', 'venis', 'sol 2', 'The planet Venus', 'studies of venus', 'Venus (astronomy)', 'cytherocentric orbit', 'Sol-2', 'structure of venus', 'venus astronomy', 'Sol c', '2nd planet', 'Venus (planet)', 'sol ii', 'Studies of Venus', 'venus planet', 'metal star', 'second planet', 'venerian year']","Answer the trivia question concisely with the best short answer.
Question: In 1970, Russia’s (USSR) Venera 7 became the first manmade spacecraft to land successfully on which planet, and transmit data back to Earth?
Answer:",Venus.,0.3125923275947571,"{""answer"": ""Venus."", ""uncertainty_score"": 0.3125923275947571}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Who gained enlightenment sitting under a Bodhi tree?,jp_4219,www.jetpunk.com,"['thus gone one', 'recluse gotama', 'Budda', 'Buddha - God or Man', 'The Budda', 'Siddhattha Gotama', 'Shakyamuni Buddha', 'siddharta gautama', 'śākyamuni', 'gautama siddartha', 'Shakyamuni', 'Siddhartha Gautam Buddha', 'The life of the Buddha', 'siddharta guatama', 'Siddharta Gautama', 'Buddha', 'gautama buddha', 'Buddha, the Enlightened', 'shakyamuni gautama', 'sakyamuni', 'enlightenment of buddha', 'siddhartha gotama', 'buhhda', 'Gautama Buddha', 'Shakhyamuni', 'Buddha – God or Man', 'buddha god or man', 'Siddhārtha Gautama', 'buddha and vishnu', 'budda', 'thus come one', 'Sakyamuni', 'siddhartha gotoma', 'Gautama buddha', 'shri buddha', 'Buddha and Vishnu', 'The story of buddha', 'Shakymuni Buddha', 'Birthplace of Gautama Buddha', 'Thus-come-one', 'Gotama Buddha', 'sage of sakyas', 'shakymuni buddha', 'siddhartha buddha', 'Gautama Siddartha', 'Siddhartha Gotoma', 'Buddha Gautama', 'The Enlightened One', 'Siddartha Gautama', 'Sakayamuni', 'Gotama buddha', 'Recluse Gotama', 'Gautama Siddhartha', 'Shijiamounifo', 'siddhartha guatama', 'enlightened one', 'Siddhartha Gutama', 'siddhattha gotama', 'gautam buddha', 'sidarta guatema', 'Shakamuni', 'Shakyamuni Gautama', 'Gautama', 'siddartha gautama', 'The Awakened One', 'phật', 'shaka nyorai', 'Nepal buddha', 'shijiamouni', 'Gowthama Buddha', 'बुद्ध', 'gotama buddha', 'shakamuni', 'Sakyamuni Buddha', 'gautama', 'Awakened One', 'Śakyamuni Buddha', 'sakayamuni', 'Shijiamouni', 'Butsu', 'shijia mouni', 'Guatama', 'Enlightened One', 'gowthama buddha', 'Siddhartha Gautama', 'Shijia Mouni', 'story of buddha', 'Thus-gone-one', 'siddhārtha gautama', 'lord buddha', 'buddah', 'buddha shakyamuni', 'shakhyamuni', 'guatama', 'buddha', 'Enlightenment of Buddha', 'siddhartha gautam buddha', 'Sidarta Guatema', 'Shri Buddha', 'goutham', 'Siddhartha gotama', 'Gautam Buddha', 'Buddha Shakyamuni', 'śakyamuni buddha', 'buhda', 'Goutham', 'siddhartha gautam', 'Enlightened one', 'siddhartha gautama', 'Siddhartha Gautam', 'buddha – god or man', 'Buhda', 'The Buddha', 'BuddHa', 'buddha gautama', 'birthplace of gautama buddha', 'shakyamuni buddha', 'buddha enlightened', 'Prince Siddhartha', 'Sage of the Shakyas', 'Sage of the Sakyas', 'Буда', 'siddhartha gutama', 'butsu', 'буда', 'gautama siddhartha', 'Sakhyamuni Buddha', 'life of buddha', 'awakened one', 'Buddah', 'Śākyamuni Buddha', 'shakyamuni', 'sakyamuni buddha', 'Shaka Nyorai', 'śākyamuni buddha', 'Buhhda', 'Phật', 'Siddharta Guatama', 'prince siddhartha', 'shijiamounifo', 'Śākyamuni', 'sage of shakyas', 'Lord Buddha', 'nepal buddha', 'sakhyamuni buddha', 'Siddhartha Guatama', 'Siddhartha Buddha']","Answer the trivia question concisely with the best short answer.
Question: Who gained enlightenment sitting under a Bodhi tree?
Answer:",Buddha.,1.1707950830459595,"{""answer"": ""Buddha."", ""uncertainty_score"": 1.1707950830459595}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which city is the setting for the TV crime series Scott & Bailey?,dpql_2403,https://derbyshirepubquizleague.wordpress.com/,"['machester', 'manchester uk', 'Manchester, United Kingdom', 'weather in manchester', 'England Manchester', 'drizzlechester', 'Manchester, England', 'Manchester (borough)', 'manchester city england', 'Manchester (England)', 'metropolitan borough of manchester', 'county borough of manchester', 'The weather in Manchester', 'Machester', 'manchester england', 'Manchester, UK', 'Drizzlechester', 'Manchester developments', 'Manchester, U.K.', 'Climate of Manchester', 'manchester', 'mancs', 'manchester borough', 'manchester greater manchester', 'UN/LOCODE:GBMNC', 'Manchester (city, England)', 'Manchester (UK)', 'manchester united kingdom', 'city of manchester', 'Manchester', 'Mancs', 'Manchester, Greater Manchester', 'County Borough of Manchester', 'Metropolitan Borough of Manchester', 'england manchester', 'manchester u k', 'manchester developments', 'un locode gbmnc', 'climate of manchester', 'City of Manchester']","Answer the trivia question concisely with the best short answer.
Question: Which city is the setting for the TV crime series Scott & Bailey?
Answer:",Manchester.,0.6441047191619873,"{""answer"": ""Manchester."", ""uncertainty_score"": 0.6441047191619873}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Who shared the 1901 Nobel Peace Prize (the first) with Frederic Passy, for his work which inspired the creation of the Red Cross and the Geneva Convention?",sfq_4116,www.sfquiz.org.uk,"['jean dunant', 'jean h dunant', 'Jean Henri Dunant', 'Grave of Henry Dunant', 'HENRI DUNANT', 'Dunant', 'grave of henry dunant', 'dunant', 'grave of henry dunant founder of red cross movement', 'John Henri Dunant', 'Henri Dunant', 'john henri dunant', 'Grave of Henry Dunant, Founder of the Red Cross Movement', 'jean henri dunant', 'Jean-Henri Dunant', 'Henry Dunant', 'henry dunant', 'Jean Dunant', 'henri dunant', 'Jean H. Dunant']","Answer the trivia question concisely with the best short answer.
Question: Who shared the 1901 Nobel Peace Prize (the first) with Frederic Passy, for his work which inspired the creation of the Red Cross and the Geneva Convention?
Answer:",Henri Dunant.,1.7661200761795044,"{""answer"": ""Henri Dunant."", ""uncertainty_score"": 1.7661200761795044}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What word means the spread of a cancer from one organ or part to another non-adjacent organ or part?,qw_4119,http://www.quizwise.com/,"['Distant metastasis', 'Metastasizes', 'Metastases', 'Metastization', 'Metastase', 'Metastasis', 'metastasis in skin', 'secondary tumor', 'metastases', 'metastasise', 'Symptoms of metastasis', 'Metastic', 'metastasizing', 'Metastatic', 'distant metastasis', 'Metastasizing', 'Transcoelomic spread', 'Metastasis homing', 'Metastatic tumor', 'transcoelomic spread', 'metastasic', 'Tumor metastases', 'Metastatic relapse', 'metastic', 'metastasis', 'metastization', 'matastisized', 'metastasize', 'Metastatise', 'metastasized', 'Metastatic lesion', 'Metastasis in skin', 'Metastasize', 'cancer metastasis', 'metastatic cancer', 'Matastisized', 'primary cancer', 'metastasizes', 'metastasised', 'metastatize', 'Cancer metastasis', 'Metastasised', 'metastatise', 'metastasis homing', 'metastatic disease', 'Primary cancer', 'Metastaseis', 'Metastatic disease', 'Metastasic', 'metastatic relapse', 'Metastatic infection', 'metastized', 'Secondary tumor', 'metastaseis', 'metastatic tumor', 'Metastasise', 'secondary malignant neoplasm', 'metastatic infection', 'metastase', 'Metastatic cancer', 'Secondary malignant neoplasm', 'Metastized', 'symptoms of metastasis', 'tumor metastases', 'metastatic', 'Metastatize', 'Metastasized', 'metastatic lesion']","Answer the trivia question concisely with the best short answer.
Question: What word means the spread of a cancer from one organ or part to another non-adjacent organ or part?
Answer:",Metastasis.,0.46511590480804443,"{""answer"": ""Metastasis."", ""uncertainty_score"": 0.46511590480804443}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Jill Munroe, Kelly Garrett, and Sabrina Duncan, along John Bosley were found on what late 1970s TV series?",qg_210,https://quizguy.wordpress.com/,"['charlie s angels 1976 tv series', ""Charlie's Angels (2010 TV series)"", ""Charlie's angles"", 'Charlies angels', 'charley s angels', 'charlie s angels', 'charlies angels', 'charlie s angles', 'Charlies Angels', 'Charlie’s Angels', 'Charles %22Charlie%22 Townsend', 'charles 22charlie 22 townsend', ""Charlie's Angels"", ""Charley's angels"", ""Charlie's Angels (1976 TV series)"", 'charlie s angels 2010 tv series']","Answer the trivia question concisely with the best short answer.
Question: Jill Munroe, Kelly Garrett, and Sabrina Duncan, along John Bosley were found on what late 1970s TV series?
Answer:",Charlie's Angels.,0.800275981426239,"{""answer"": ""Charlie's Angels."", ""uncertainty_score"": 0.800275981426239}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
If a creature is lapidicolous it lives under what?,qb_6916,http://www.quizballs.com/,"['Rock (geology)', 'Rock (medium)', 'Rock geology', 'rock types', 'Stones', 'stones', 'stone', 'The three types of rocks', 'Rocks and minerals', 'Rock types', 'Stone', 'rocks and minerals', 'Rock (Geology)', 'rocks', 'three types of rocks', 'Rocks', 'Rock type', 'rock geology', 'rock type', 'rock medium']","Answer the trivia question concisely with the best short answer.
Question: If a creature is lapidicolous it lives under what?
Answer:",Rocks.,0.7989761829376221,"{""answer"": ""Rocks."", ""uncertainty_score"": 0.7989761829376221}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Who retained a weakness where held and dipped by his mother into the river Styx to make him immortal?,bb_4264,http://www.businessballs.com/,"['achillean', 'Achillis', 'Peleion', 'Akhilles', 'Ἀχιλλεύς', 'achillis', 'pelides', 'ἀχιλλεύς', 'Akhilleus Aiákidês', 'Akilles', 'akhilles', 'achilleus', 'achilles', 'Pelides', 'Akkilles', 'Achillies', 'Akhilleus Aiakides', 'Achillean', 'Akhilleus', 'akilles', 'Achilleus', 'akhilleus', 'achillies', 'peleion', 'Achilles', 'akkilles', 'αχιλλέας', 'akhilleus aiakides', 'achle', 'Αχιλλέας', 'Achle', 'akhilleus aiákidês']","Answer the trivia question concisely with the best short answer.
Question: Who retained a weakness where held and dipped by his mother into the river Styx to make him immortal?
Answer:","Heracles. 
Explanation: Heracles (also known as Hercules) was dipped into the river Styx by his mother, Alcmene, to make him immortal. However, the heel by which he held onto her was not touched by the water, leaving it vulnerable to injury. This mythological weakness is often referenced in popular culture. 

Note: The question is asking for the person who was made immortal by being dipped into the river Styx, not the person who dipped their child into the",54.22812271118164,"{""answer"": ""Heracles. \nExplanation: Heracles (also known as Hercules) was dipped into the river Styx by his mother, Alcmene, to make him immortal. However, the heel by which he held onto her was not touched by the water, leaving it vulnerable to injury. This mythological weakness is often referenced in popular culture. \n\nNote: The question is asking for the person who was made immortal by being dipped into the river Styx, not the person who dipped their child into the"", ""uncertainty_score"": 54.22812271118164}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"In October 2012 Trenton Oldfield was sentenced to 6 months in prison for going for a swim on Saturday, 7th April at 2.25pm. In which river was hge swimming ?",wh_2309,http://www.wrexhamquizleague.co.uk/,"['Thames Basin', 'Thames River', 'Temze', 'River Thames', 'river tems', 'Thames', 'history of thames water', 'thames river', 'Thames river', 'temze', 'River Tems', 'thames basin', 'themsen', 'tamiza', 'river temz', 'The River Thames', 'The Thames', 'Thames (river)', 'Isis River (England)', 'thames', 'River thames', 'The Thames (river)', 'tems river', 'Temza', 'Tamesa', 'Tamisa', 'tamigi', 'temza', 'Tamiza', 'thames crossing', 'themse', 'Theems', 'Themsen', 'Old Father Thames', 'Temz River', 'tamisa', 'isis river england', 'THAMES', 'thames river england', 'temz river', 'Thames River (England)', 'tamesa', 'River Temz', 'theems', 'Thames Crossing', 'Tems River', 'old father thames', 'The Thames River', 'river thames', 'Tamigi', 'Themse', 'History of Thames Water']","Answer the trivia question concisely with the best short answer.
Question: In October 2012 Trenton Oldfield was sentenced to 6 months in prison for going for a swim on Saturday, 7th April at 2.25pm. In which river was hge swimming ?
Answer:",Thames.,1.7440800666809082,"{""answer"": ""Thames."", ""uncertainty_score"": 1.7440800666809082}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"In days, what is the average gestation period of a lioness?",qb_3568,http://www.quizballs.com/,"['110', 'one hundred and ten']","Answer the trivia question concisely with the best short answer.
Question: In days, what is the average gestation period of a lioness?
Answer:",110.,1.7971112728118896,"{""answer"": ""110."", ""uncertainty_score"": 1.7971112728118896}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What is the daily record of events on board a ship called,bt_3421,http://billturnbull.quiz4free.com/,"['Log (disambiguation)', 'Logs', 'logs', 'LOG', 'l o g', 'Log', 'L.O.G', 'LoG', 'log disambiguation', 'The log', 'log']","Answer the trivia question concisely with the best short answer.
Question: What is the daily record of events on board a ship called
Answer:",Log.,0.7699756622314453,"{""answer"": ""Log."", ""uncertainty_score"": 0.7699756622314453}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Archibald Ormsby-Gore was the teddy bear of which author?,sfq_21267,www.sfquiz.org.uk,"['Sir Betjeman', 'John Betjamin', 'betjeman john sir', 'betjemanesque', 'Betjeman, John', 'betjeman john', 'john betjeman', 'john betjamin', 'Betjeman', 'Betjemanian', 'Betjeman, John, Sir', 'sir john betjeman', 'betjeman', 'john sir betjeman', 'sir betjeman', 'John Betjeman', 'Betjemanesque', 'JOHN BETJEMAN', 'betjemanian', 'Sir John Betjeman', 'John, Sir Betjeman']","Answer the trivia question concisely with the best short answer.
Question: Archibald Ormsby-Gore was the teddy bear of which author?
Answer:",E.M. Forster.,2.3846423625946045,"{""answer"": ""E.M. Forster."", ""uncertainty_score"": 2.3846423625946045}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
What was the surname of the last man to walk on the moon?,wh_198,http://www.wrexhamquizleague.co.uk/,"['eugene andrew cernan', 'Gene Cernan', 'Eugene A. Cernan', 'cernan', 'last man on moon', 'gene cernan', 'eugene cernan', 'Last man on the moon', '(Eugene) CERNAN', 'Eugene Andrew Cernan', 'The Last Man on the Moon', 'Eugene Cernan', 'Cernan']","Answer the trivia question concisely with the best short answer.
Question: What was the surname of the last man to walk on the moon?
Answer:","Aldrin. 
Explanation: The last man to walk on the moon was Neil Armstrong, not Aldrin. Aldrin was one of the astronauts who walked on the moon, but he was not the last one. The correct answer is Armstrong.",23.56999969482422,"{""answer"": ""Aldrin. \nExplanation: The last man to walk on the moon was Neil Armstrong, not Aldrin. Aldrin was one of the astronauts who walked on the moon, but he was not the last one. The correct answer is Armstrong."", ""uncertainty_score"": 23.56999969482422}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
At which fast food chain did British teenagers first start to go out for a hamburger and a coffee in 1955 ?,wh_3767,http://www.wrexhamquizleague.co.uk/,"['Wimpey', 'Wimpy (disambiguation)', 'wimpy disambiguation', 'WIMPEY', 'wimpy', 'Wimpy', 'wimpys', 'wimpey', 'wimpy s', ""Wimpy's"", 'Wimpys']","Answer the trivia question concisely with the best short answer.
Question: At which fast food chain did British teenagers first start to go out for a hamburger and a coffee in 1955 ?
Answer:",McDonald's.,2.1304216384887695,"{""answer"": ""McDonald's."", ""uncertainty_score"": 2.1304216384887695}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Who was the father of Edward the Elder, the Anglo-Saxon King from 899 to 924?",odql_12433,http://www.odquiz.org.uk/,"['Elfrad', 'Aelfred', 'King Alfred The Great', 'Aelfred the Great', 'aelfrid', 'alfred of wessex', 'AELfred', 'Elfred', 'alfred i of england', 'Alfred the great', 'Alfred the Great', 'AElfred the Great', 'elfrad', 'ælfrǣd great', 'Alfred The Great', 'king aelfred', 'King Alfred the Great', 'Alfrad', 'Ælfrǣd', 'ÆLfred', 'Ælfrid', 'ALFRED THE GREAT', 'ælfred', 'aelfred great', 'king alfred syndrome', 'King Aelfred', 'Alfred, King of England', 'King Alfred', 'AElfrid', 'king alfred great', 'alfred of england', 'Alfred of Wessex', 'ælfrid', 'Alfred King of England', 'Alfred I of England', 'Alfred I', 'King Alfred Syndrome', 'alfred king of england', 'king ælfred', 'Ælfred', 'Alfred %22The Great%22 of Wessex', 'ælfrēd great', 'Ælfrǣd the Great', 'aelfred', 'King Ælfred', 'ælfrēd', 'Ælfræd', 'king alfred', 'Aelfraed', 'Alfred of England', 'aelfraed', 'alfred great', 'ælfræd', 'alfred i', 'Ælfred the Great', 'Ælfrēd', 'elfred', 'alfred 22the great 22 of wessex', 'alfrad', 'ælfrǣd', 'Ælfrēd the Great', 'King AElfred', 'ælfred great']","Answer the trivia question concisely with the best short answer.
Question: Who was the father of Edward the Elder, the Anglo-Saxon King from 899 to 924?
Answer:",Alfred the Great.,1.5268553495407104,"{""answer"": ""Alfred the Great."", ""uncertainty_score"": 1.5268553495407104}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Who was the brother of Martha, raised from the dead by Jesus?",qf_2490,http://quiz4free.com/,"['Lazarushian', 'el āzār', 'Lazerus', 'Lazarus', 'lazerus', 'Lazarushian-leather', 'lazarus disambiguation', 'St. Lazarus', 'lazarus album', 'Lazarus (disambiguation)', 'st lazarus', 'Lazarus (album)', 'lazarushian leather', 'El‘āzār', 'Saint Lazarus', 'lazarus', 'saint lazarus', 'St Lazarus', 'lazarushian']","Answer the trivia question concisely with the best short answer.
Question: Who was the brother of Martha, raised from the dead by Jesus?
Answer:",Lazarus.,0.3259883522987366,"{""answer"": ""Lazarus."", ""uncertainty_score"": 0.3259883522987366}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which drummer split from Rory Storm and the Hurricanes in August 1962?,dpql_5097,https://derbyshirepubquizleague.wordpress.com/,"['Ringo Starr/Richard Starkey', 'ringo starr richard starkey']","Answer the trivia question concisely with the best short answer.
Question: Which drummer split from Rory Storm and the Hurricanes in August 1962?
Answer:",Ringo Starr.,0.5506364703178406,"{""answer"": ""Ringo Starr."", ""uncertainty_score"": 0.5506364703178406}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
"Who had hit records with The Move, ELO and Wizzard?",sfq_4248,www.sfquiz.org.uk,"['Roy Wood', 'roy wood']","Answer the trivia question concisely with the best short answer.
Question: Who had hit records with The Move, ELO and Wizzard?
Answer:",Jeff Lynne.,0.5398485660552979,"{""answer"": ""Jeff Lynne."", ""uncertainty_score"": 0.5398485660552979}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
The term geocentric places what as central?,bb_2877,http://www.businessballs.com/,"['Home Planet', 'EartH', 'Terra (planet)', 'Surface of the Earth', 'mean density of earth', 'Whole World', 'Earth', 'Terra (Planetry Science)', 'tierra planet', 'sol prime', 'The Earth', 'Composition of the Earth', 'Lexicography of Earth', 'Globe (Earth)', 'erde', '🌎', 'telluris', 'whole world', 'Sol 3', 'Earth’s surface', 'formation of earth', 'earth sol', 'sol3', 'composition of earth', 'green and blue planet', 'Telluris', '🌍', 'Earf', 'earth s mean density', '♁', 'World (geography)', 'Sun d', 'surface area of earth', 'terra name for earth', 'Sol Prime', 'Earth (Planet)', 'earth planet', 'Third planet from the Sun', 'tellus planet', 'The Planet Earth', 'Earth (planet)', 'Green and blue planet', 'Blue and green planet', 'Sol3', 'etymology of word 22earth 22', 'Third Planet', 'eareth', 'Formation of the Earth', ""Earth's mean density"", '🗺', 'earf', 'Terra (name for the earth)', 'local planet', 'terra planet', 'Local Planet', 'sun d', 'planet earth', 'earth s surface', ""Earth's surface"", 'globe earth', '806 4616 0110', 'Etymology of the word %22Earth%22', 'sol iii', 'third planet from sun', 'Erde', 'home planet', 'Surface area of earth', 'planet of water', 'Tellus (Planet)', 'Earth (word)', 'earth', 'Sol-3', 'world geography', 'Eareth', 'third planet', 'surface of earth', 'Mean density of the Earth', 'Sol d', 'blue and green planet', 'terra planetry science', 'lexicography of earth', '🌏', '806.4616.0110', 'Tierra (planet)', 'The planet earth', 'earth word', 'sol d', 'Planet of Water', 'sol 3', 'Sol III', 'Earth, Sol', 'EARTH']","Answer the trivia question concisely with the best short answer.
Question: The term geocentric places what as central?
Answer:",The Earth.,1.5865586996078491,"{""answer"": ""The Earth."", ""uncertainty_score"": 1.5865586996078491}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
Which famous vehicle has used licence plates SCV 00919 and SCV 1 (through to SCV 9)?,bb_5452,http://www.businessballs.com/,"['pope s wheels', 'umm alter 22papamobile 22', ""The Pope's wheels"", 'Popemobile', 'UMM Alter %22Papamobile%22', 'scv 1', 'Pope mobile', 'popemobile', 'pope mobile', 'SCV 1', 'umm alter “papamobile”', 'UMM Alter “Papamobile”', 'The Popemobile']","Answer the trivia question concisely with the best short answer.
Question: Which famous vehicle has used licence plates SCV 00919 and SCV 1 (through to SCV 9)?
Answer:","The 1962 Ferrari 250 GTO. 

Explanation: The Ferrari 250 GTO is a famous sports car. The licence plates SCV 00919 and SCV 1 (through to SCV 9) are from the Italian region of Lombardy, where Ferrari is based. The Ferrari 250 GTO is one of the most valuable cars in the world. It is known for its sleek design and powerful engine. The car has been featured in several films and has a large",57.17912292480469,"{""answer"": ""The 1962 Ferrari 250 GTO. \n\nExplanation: The Ferrari 250 GTO is a famous sports car. The licence plates SCV 00919 and SCV 1 (through to SCV 9) are from the Italian region of Lombardy, where Ferrari is based. The Ferrari 250 GTO is one of the most valuable cars in the world. It is known for its sleek design and powerful engine. The car has been featured in several films and has a large"", ""uncertainty_score"": 57.17912292480469}",trivia,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,cocoa_v1,2025-08-30 11:20:04
