question,title,answer,passage,context,question_id,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
can i use a tracfone with straight talk service,TracFone Wireless,false,"Straight Talk offers a variety of prepaid, no contract, phones on their website for use with their plans. Straight Talk also allows customers to bring AT&T, T-Mobile, Sprint, Verizon, or unlocked GSM phones to Straight Talk by buying a SIM card or activation kit and air time from the company. This program does not work with branded Straight Talk, SafeLink, TracFone, Total Wireless, and NET10 phones.","Straight Talk offers a variety of prepaid, no contract, phones on their website for use with their plans. Straight Talk also allows customers to bring AT&T, T-Mobile, Sprint, Verizon, or unlocked GSM phones to Straight Talk by buying a SIM card or activation kit and air time from the company. This program does not work with branded Straight Talk, SafeLink, TracFone, Total Wireless, and NET10 phones.",4320,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: Straight Talk offers a variety of prepaid, no contract, phones on their website for use with their plans. Straight Talk also allows customers to bring AT&T, T-Mobile, Sprint, Verizon, or unlocked GSM phones to Straight Talk by buying a SIM card or activation kit and air time from the company. This program does not work with branded Straight Talk, SafeLink, TracFone, Total Wireless, and NET10 phones.
Question: can i use a tracfone with straight talk service
Answer:",no.,0.44454455375671387,"{""answer"": ""no."", ""uncertainty_score"": 0.44454455375671387}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
does pam and jim get together in the office,Pam Beesly,true,"Pamela Morgan Halpert (née Beesly) is a fictional character on the U.S. television sitcom The Office, played by Jenna Fischer. Her counterpart in the original UK series of The Office is Dawn Tinsley. Her character is initially the receptionist at the paper distribution company Dunder Mifflin, before becoming a saleswoman and eventually office administrator until her termination in the series finale. Her character is shy, growing assertive but amiable, and artistically inclined, and shares romantic interest with Jim Halpert, whom she begins dating in the fourth season and marries and starts a family with as the series continues.","Pamela Morgan Halpert (née Beesly) is a fictional character on the U.S. television sitcom The Office, played by Jenna Fischer. Her counterpart in the original UK series of The Office is Dawn Tinsley. Her character is initially the receptionist at the paper distribution company Dunder Mifflin, before becoming a saleswoman and eventually office administrator until her termination in the series finale. Her character is shy, growing assertive but amiable, and artistically inclined, and shares romantic interest with Jim Halpert, whom she begins dating in the fourth season and marries and starts a family with as the series continues.",2316,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: Pamela Morgan Halpert (née Beesly) is a fictional character on the U.S. television sitcom The Office, played by Jenna Fischer. Her counterpart in the original UK series of The Office is Dawn Tinsley. Her character is initially the receptionist at the paper distribution company Dunder Mifflin, before becoming a saleswoman and eventually office administrator until her termination in the series finale. Her character is shy, growing assertive but amiable, and artistically inclined, and shares romantic interest with Jim Halpert, whom she begins dating in the fourth season and marries and starts a family with as the series continues.
Question: does pam and jim get together in the office
Answer:",yes.,0.4451633095741272,"{""answer"": ""yes."", ""uncertainty_score"": 0.4451633095741272}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is there going to be another season of the punisher,The Punisher (season 2),true,"The second season of The Punisher is scheduled to be released in 2019 on the streaming service Netflix, worldwide.","The second season of The Punisher is scheduled to be released in 2019 on the streaming service Netflix, worldwide.",7234,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The second season of The Punisher is scheduled to be released in 2019 on the streaming service Netflix, worldwide.
Question: is there going to be another season of the punisher
Answer:",yes.,0.8788244724273682,"{""answer"": ""yes."", ""uncertainty_score"": 0.8788244724273682}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
does a goal from a throw in count,Throw-in,false,"A goal cannot be scored directly from a throw-in; if a player throws the ball directly into their own goal without any other player touching it, the result is a corner kick to the opposing side. Likewise an offensive goal cannot be scored directly from a throw in; the result in this case is a goal kick for the defending team.","A goal cannot be scored directly from a throw-in; if a player throws the ball directly into their own goal without any other player touching it, the result is a corner kick to the opposing side. Likewise an offensive goal cannot be scored directly from a throw in; the result in this case is a goal kick for the defending team.",173,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: A goal cannot be scored directly from a throw-in; if a player throws the ball directly into their own goal without any other player touching it, the result is a corner kick to the opposing side. Likewise an offensive goal cannot be scored directly from a throw in; the result in this case is a goal kick for the defending team.
Question: does a goal from a throw in count
Answer:",no.,0.562643826007843,"{""answer"": ""no."", ""uncertainty_score"": 0.562643826007843}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is a pinky a finger yes or no,Little finger,true,"The little finger, or pinky finger (in American English), also known as the fourth digit, or pinkie, is the most ulnar and smallest finger of the human hand, opposite the thumb, and next to the ring finger.","The little finger, or pinky finger (in American English), also known as the fourth digit, or pinkie, is the most ulnar and smallest finger of the human hand, opposite the thumb, and next to the ring finger.",8446,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The little finger, or pinky finger (in American English), also known as the fourth digit, or pinkie, is the most ulnar and smallest finger of the human hand, opposite the thumb, and next to the ring finger.
Question: is a pinky a finger yes or no
Answer:",yes.,0.8898872137069702,"{""answer"": ""yes."", ""uncertainty_score"": 0.8898872137069702}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
did the uk have a referendum to join the eu,"United Kingdom European Communities membership referendum, 1975",true,"The United Kingdom European Communities membership referendum, also known as the Referendum on the European Community (Common Market), the Common Market referendum and EEC membership referendum took place on 5 June 1975 in the United Kingdom to gauge support for the country's continued membership of the European Communities (EC)--often known at the time as the ``European Community'' and the ``Common Market'' which it had entered on 1 January 1973 under the Conservative government of Edward Heath under the provisions of the Referendum Act 1975. Labour's manifesto for the October 1974 general election had promised that the people would decide ``through the ballot box'' whether to remain in the EC.","The United Kingdom European Communities membership referendum, also known as the Referendum on the European Community (Common Market), the Common Market referendum and EEC membership referendum took place on 5 June 1975 in the United Kingdom to gauge support for the country's continued membership of the European Communities (EC)--often known at the time as the ``European Community'' and the ``Common Market'' which it had entered on 1 January 1973 under the Conservative government of Edward Heath under the provisions of the Referendum Act 1975. Labour's manifesto for the October 1974 general election had promised that the people would decide ``through the ballot box'' whether to remain in the EC.",10272,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The United Kingdom European Communities membership referendum, also known as the Referendum on the European Community (Common Market), the Common Market referendum and EEC membership referendum took place on 5 June 1975 in the United Kingdom to gauge support for the country's continued membership of the European Communities (EC)--often known at the time as the ``European Community'' and the ``Common Market'' which it had entered on 1 January 1973 under the Conservative government of Edward Heath under the provisions of the Referendum Act 1975. Labour's manifesto for the October 1974 general election had promised that the people would decide ``through the ballot box'' whether to remain in the EC.
Question: did the uk have a referendum to join the eu
Answer:",yes.,0.6645606756210327,"{""answer"": ""yes."", ""uncertainty_score"": 0.6645606756210327}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
can a local maximum also be an absolute maximum,Maxima and minima,true,"In mathematical analysis, the maxima and minima (the respective plurals of maximum and minimum) of a function, known collectively as extrema (the plural of extremum), are the largest and smallest value of the function, either within a given range (the local or relative extrema) or on the entire domain of a function (the global or absolute extrema). Pierre de Fermat was one of the first mathematicians to propose a general technique, adequality, for finding the maxima and minima of functions.","In mathematical analysis, the maxima and minima (the respective plurals of maximum and minimum) of a function, known collectively as extrema (the plural of extremum), are the largest and smallest value of the function, either within a given range (the local or relative extrema) or on the entire domain of a function (the global or absolute extrema). Pierre de Fermat was one of the first mathematicians to propose a general technique, adequality, for finding the maxima and minima of functions.",11206,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: In mathematical analysis, the maxima and minima (the respective plurals of maximum and minimum) of a function, known collectively as extrema (the plural of extremum), are the largest and smallest value of the function, either within a given range (the local or relative extrema) or on the entire domain of a function (the global or absolute extrema). Pierre de Fermat was one of the first mathematicians to propose a general technique, adequality, for finding the maxima and minima of functions.
Question: can a local maximum also be an absolute maximum
Answer:",yes.,0.5313881635665894,"{""answer"": ""yes."", ""uncertainty_score"": 0.5313881635665894}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is lethal weapon based on a true story,Lethal Weapon,false,"Recent UCLA graduate Shane Black wrote the screenplay in mid-1985. Black stated that his intention was to do an ``urban western'' inspired by Dirty Harry where a violent character ``reviled for what he did, what he is capable of, the things he believed in'' is eventually recruited for being the one that could solve the problem. The protagonists would be everymen policemen, ``guys shuffling in a town like Los Angeles searching for something noble as justice when they're just guys in washed and worn suits seeking a paycheck''.","Recent UCLA graduate Shane Black wrote the screenplay in mid-1985. Black stated that his intention was to do an ``urban western'' inspired by Dirty Harry where a violent character ``reviled for what he did, what he is capable of, the things he believed in'' is eventually recruited for being the one that could solve the problem. The protagonists would be everymen policemen, ``guys shuffling in a town like Los Angeles searching for something noble as justice when they're just guys in washed and worn suits seeking a paycheck''.",4341,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: Recent UCLA graduate Shane Black wrote the screenplay in mid-1985. Black stated that his intention was to do an ``urban western'' inspired by Dirty Harry where a violent character ``reviled for what he did, what he is capable of, the things he believed in'' is eventually recruited for being the one that could solve the problem. The protagonists would be everymen policemen, ``guys shuffling in a town like Los Angeles searching for something noble as justice when they're just guys in washed and worn suits seeking a paycheck''.
Question: is lethal weapon based on a true story
Answer:",no.,0.5203285813331604,"{""answer"": ""no."", ""uncertainty_score"": 0.5203285813331604}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is bermuda an island in the caribbean sea,Bermuda,false,"Bermuda ( /bərˈmjuːdə/) is a British Overseas Territory in the North Atlantic Ocean. It is approximately 1,070 km (665 mi) east-southeast of Cape Hatteras, North Carolina; 1,236 km (768 mi) south of Cape Sable Island, Nova Scotia; and 1,578 km (981 mi) north of Puerto Rico. The capital city is Hamilton. Bermuda is an associate member of Caribbean Community (CARICOM).","Bermuda ( /bərˈmjuːdə/) is a British Overseas Territory in the North Atlantic Ocean. It is approximately 1,070 km (665 mi) east-southeast of Cape Hatteras, North Carolina; 1,236 km (768 mi) south of Cape Sable Island, Nova Scotia; and 1,578 km (981 mi) north of Puerto Rico. The capital city is Hamilton. Bermuda is an associate member of Caribbean Community (CARICOM).",3058,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: Bermuda ( /bərˈmjuːdə/) is a British Overseas Territory in the North Atlantic Ocean. It is approximately 1,070 km (665 mi) east-southeast of Cape Hatteras, North Carolina; 1,236 km (768 mi) south of Cape Sable Island, Nova Scotia; and 1,578 km (981 mi) north of Puerto Rico. The capital city is Hamilton. Bermuda is an associate member of Caribbean Community (CARICOM).
Question: is bermuda an island in the caribbean sea
Answer:",yes.,0.9494326710700989,"{""answer"": ""yes."", ""uncertainty_score"": 0.9494326710700989}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is the 2 dollar bill still in circulation,United States two-dollar bill,true,"The United States two-dollar bill ($2) is a current denomination of U.S. currency. The third U.S. President (1801--09), Thomas Jefferson, is featured on the obverse of the note. The reverse features an engraving of the painting The Declaration of Independence by John Trumbull. Throughout the $2 bill's pre-1929 life as a large-sized note, it was issued as a United States Note, National Bank Note, silver certificate, Treasury or ``Coin'' Note and Federal Reserve Bank Note. When U.S. currency was changed to its current size, the $2 bill was issued only as a United States Note. Production went on until 1966, when the series was discontinued. Ten years passed before the $2 bill was reissued as a Federal Reserve Note with a new reverse design. Two-dollar bills are seldom seen in circulation as a result of banking policies with businesses which has resulted in low production numbers due to lack of demand. This comparative scarcity in circulation, coupled with a lack of public knowledge that the bill is still in production and circulation, has also inspired urban legends about its authenticity and value and has occasionally created problems for those trying to use the bill to make purchases.","The United States two-dollar bill ($2) is a current denomination of U.S. currency. The third U.S. President (1801--09), Thomas Jefferson, is featured on the obverse of the note. The reverse features an engraving of the painting The Declaration of Independence by John Trumbull. Throughout the $2 bill's pre-1929 life as a large-sized note, it was issued as a United States Note, National Bank Note, silver certificate, Treasury or ``Coin'' Note and Federal Reserve Bank Note. When U.S. currency was changed to its current size, the $2 bill was issued only as a United States Note. Production went on until 1966, when the series was discontinued. Ten years passed before the $2 bill was reissued as a Federal Reserve Note with a new reverse design. Two-dollar bills are seldom seen in circulation as a result of banking policies with businesses which has resulted in low production numbers due to lack of demand. This comparative scarcity in circulation, coupled with a lack of public knowledge that the bill is still in production and circulation, has also inspired urban legends about its authenticity and value and has occasionally created problems for those trying to use the bill to make purchases.",3088,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The United States two-dollar bill ($2) is a current denomination of U.S. currency. The third U.S. President (1801--09), Thomas Jefferson, is featured on the obverse of the note. The reverse features an engraving of the painting The Declaration of Independence by John Trumbull. Throughout the $2 bill's pre-1929 life as a large-sized note, it was issued as a United States Note, National Bank Note, silver certificate, Treasury or ``Coin'' Note and Federal Reserve Bank Note. When U.S. currency was changed to its current size, the $2 bill was issued only as a United States Note. Production went on until 1966, when the series was discontinued. Ten years passed before the $2 bill was reissued as a Federal Reserve Note with a new reverse design. Two-dollar bills are seldom seen in circulation as a result of banking policies with businesses which has resulted in low production numbers due to lack of demand. This comparative scarcity in circulation, coupled with a lack of public knowledge that the bill is still in production and circulation, has also inspired urban legends about its authenticity and value and has occasionally created problems for those trying to use the bill to make purchases.
Question: is the 2 dollar bill still in circulation
Answer:",no.,0.861411988735199,"{""answer"": ""no."", ""uncertainty_score"": 0.861411988735199}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is it ok to eat cooking apples raw,Cooking apple,true,It is often believed that eating cooking apples raw will make a person sick. In reality cooking apples are harmless raw and are just varieties of apples whose characteristics are well suited to cooking. This myth is simply a product of cooking apples' tart taste and the possibility of it not sitting well in the stomach.,It is often believed that eating cooking apples raw will make a person sick. In reality cooking apples are harmless raw and are just varieties of apples whose characteristics are well suited to cooking. This myth is simply a product of cooking apples' tart taste and the possibility of it not sitting well in the stomach.,290,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: It is often believed that eating cooking apples raw will make a person sick. In reality cooking apples are harmless raw and are just varieties of apples whose characteristics are well suited to cooking. This myth is simply a product of cooking apples' tart taste and the possibility of it not sitting well in the stomach.
Question: is it ok to eat cooking apples raw
Answer:",yes.,0.7023268342018127,"{""answer"": ""yes."", ""uncertainty_score"": 0.7023268342018127}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
is the uefa champions league final one game,2018 UEFA Champions League Final,true,"The 2018 UEFA Champions League Final was the final match of the 2017--18 UEFA Champions League, the 63rd season of Europe's premier club football tournament organised by UEFA, and the 26th season since it was renamed from the European Cup to the UEFA Champions League. It was played at the NSC Olimpiyskiy Stadium in Kiev, Ukraine on 26 May 2018, between Spanish side and defending champions Real Madrid, who had won the competition in each of the last two seasons, and English side Liverpool.","The 2018 UEFA Champions League Final was the final match of the 2017--18 UEFA Champions League, the 63rd season of Europe's premier club football tournament organised by UEFA, and the 26th season since it was renamed from the European Cup to the UEFA Champions League. It was played at the NSC Olimpiyskiy Stadium in Kiev, Ukraine on 26 May 2018, between Spanish side and defending champions Real Madrid, who had won the competition in each of the last two seasons, and English side Liverpool.",10847,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The 2018 UEFA Champions League Final was the final match of the 2017--18 UEFA Champions League, the 63rd season of Europe's premier club football tournament organised by UEFA, and the 26th season since it was renamed from the European Cup to the UEFA Champions League. It was played at the NSC Olimpiyskiy Stadium in Kiev, Ukraine on 26 May 2018, between Spanish side and defending champions Real Madrid, who had won the competition in each of the last two seasons, and English side Liverpool.
Question: is the uefa champions league final one game
Answer:",yes.,0.8689480423927307,"{""answer"": ""yes."", ""uncertainty_score"": 0.8689480423927307}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
do you ever find out how ted met their mother,The Mother (How I Met Your Mother),true,"The story of how Ted met The Mother is the framing device behind the series; many facts about her are revealed throughout the series, including the fact that Ted once unwittingly owned her umbrella before accidentally leaving it behind in her apartment. Ted and The Mother meet at the Farhampton train station following Barney Stinson and Robin Scherbatsky's wedding; this scene is shown in ``Last Forever'', the series finale. The Mother's death from an unspecified terminal illness in 2024, also revealed in the series finale, received a mixed reaction from fans.","The story of how Ted met The Mother is the framing device behind the series; many facts about her are revealed throughout the series, including the fact that Ted once unwittingly owned her umbrella before accidentally leaving it behind in her apartment. Ted and The Mother meet at the Farhampton train station following Barney Stinson and Robin Scherbatsky's wedding; this scene is shown in ``Last Forever'', the series finale. The Mother's death from an unspecified terminal illness in 2024, also revealed in the series finale, received a mixed reaction from fans.",8091,"You are a reading comprehension assistant. Answer with exactly one word: 'yes' or 'no'.
Passage: The story of how Ted met The Mother is the framing device behind the series; many facts about her are revealed throughout the series, including the fact that Ted once unwittingly owned her umbrella before accidentally leaving it behind in her apartment. Ted and The Mother meet at the Farhampton train station following Barney Stinson and Robin Scherbatsky's wedding; this scene is shown in ``Last Forever'', the series finale. The Mother's death from an unspecified terminal illness in 2024, also revealed in the series finale, received a mixed reaction from fans.
Question: do you ever find out how ted met their mother
Answer:",yes.,0.37653785943984985,"{""answer"": ""yes."", ""uncertainty_score"": 0.37653785943984985}",boolq,meta-llama/Llama-3.2-3B-Instruct,MaximumSequenceProbability,msp,2025-09-05 09:57:34
