question,question_id,question_source,answers,input_text,model_answer,uncertainty_score,model_output,dataset,model_id,ue_method,schema_version,timestamp
"Who was the brother of Martha, raised from the dead by Jesus?",qf_2490,http://quiz4free.com/,"['lazarushian', 'Lazarushian', 'Lazarus (disambiguation)', 'lazarus disambiguation', 'El‘āzār', 'saint lazarus', 'St. Lazarus', 'lazarus', 'el āzār', 'Lazarus', 'St Lazarus', 'Saint Lazarus', 'lazarus album', 'lazarushian leather', 'Lazarushian-leather', 'st lazarus', 'Lazerus', 'lazerus', 'Lazarus (album)']","Answer the trivia question concisely with the best short answer.
Question: Who was the brother of Martha, raised from the dead by Jesus?
Answer:",Lazarus.,0.2550145089626312,"{""answer"": ""Lazarus."", ""uncertainty_score"": 0.2550145089626312}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which drummer split from Rory Storm and the Hurricanes in August 1962?,dpql_5097,https://derbyshirepubquizleague.wordpress.com/,"['ringo starr richard starkey', 'Ringo Starr/Richard Starkey']","Answer the trivia question concisely with the best short answer.
Question: Which drummer split from Rory Storm and the Hurricanes in August 1962?
Answer:",Ringo Starr.,0.08189001679420471,"{""answer"": ""Ringo Starr."", ""uncertainty_score"": 0.08189001679420471}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Who had hit records with The Move, ELO and Wizzard?",sfq_4248,www.sfquiz.org.uk,"['Roy Wood', 'roy wood']","Answer the trivia question concisely with the best short answer.
Question: Who had hit records with The Move, ELO and Wizzard?
Answer:",Jeff Lynne.,0.23510055243968964,"{""answer"": ""Jeff Lynne."", ""uncertainty_score"": 0.23510055243968964}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
The term geocentric places what as central?,bb_2877,http://www.businessballs.com/,"['Green and blue planet', 'Composition of the Earth', 'Surface of the Earth', 'world geography', 'The Planet Earth', 'Blue and green planet', 'sol iii', 'earth sol', 'formation of earth', 'Sol3', 'Sol III', '🌍', 'Local Planet', 'Earth (Planet)', 'Whole World', 'sol 3', 'Sol Prime', 'tellus planet', 'etymology of word 22earth 22', '🗺', 'home planet', 'Third Planet', 'Earth', 'planet of water', 'erde', 'Earth’s surface', 'Earth, Sol', '806.4616.0110', 'Terra (name for the earth)', 'Erde', 'Globe (Earth)', 'sol d', 'local planet', 'Earf', 'Sol 3', 'Tierra (planet)', 'third planet', ""Earth's surface"", 'Lexicography of Earth', 'Surface area of earth', 'eareth', 'EARTH', 'World (geography)', 'whole world', 'Etymology of the word %22Earth%22', 'Third planet from the Sun', 'EartH', 'Earth (word)', 'Formation of the Earth', 'earth word', 'Earth (planet)', 'surface area of earth', 'earth', 'composition of earth', '🌎', 'earth s surface', 'earf', 'planet earth', 'blue and green planet', ""Earth's mean density"", 'Sun d', 'globe earth', 'Mean density of the Earth', 'terra name for earth', 'surface of earth', 'sun d', 'terra planet', 'Sol d', 'Telluris', 'green and blue planet', 'Home Planet', 'Tellus (Planet)', 'The Earth', 'tierra planet', 'terra planetry science', '806 4616 0110', 'sol3', 'earth planet', 'third planet from sun', '🌏', 'Planet of Water', 'earth s mean density', 'Terra (Planetry Science)', 'Terra (planet)', 'The planet earth', 'Sol-3', 'Eareth', 'telluris', 'mean density of earth', 'lexicography of earth', '♁', 'sol prime']","Answer the trivia question concisely with the best short answer.
Question: The term geocentric places what as central?
Answer:",The Earth.,0.2109324038028717,"{""answer"": ""The Earth."", ""uncertainty_score"": 0.2109324038028717}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which famous vehicle has used licence plates SCV 00919 and SCV 1 (through to SCV 9)?,bb_5452,http://www.businessballs.com/,"['UMM Alter “Papamobile”', 'UMM Alter %22Papamobile%22', 'umm alter 22papamobile 22', ""The Pope's wheels"", 'The Popemobile', 'popemobile', 'scv 1', 'pope mobile', 'pope s wheels', 'SCV 1', 'umm alter “papamobile”', 'Popemobile', 'Pope mobile']","Answer the trivia question concisely with the best short answer.
Question: Which famous vehicle has used licence plates SCV 00919 and SCV 1 (through to SCV 9)?
Answer:","The 1962 Ferrari 250 GTO. 

Explanation: The Ferrari 250 GTO is a famous sports car. The licence plates SCV 00919 and SCV 1 (through to SCV 9) are from the Italian region of Lombardy, where Ferrari is based. The Ferrari 250 GTO is one of the most valuable cars in the world. It is known for its sleek design and powerful engine. The car has been featured in several films and has a large",28.762582778930664,"{""answer"": ""The 1962 Ferrari 250 GTO. \n\nExplanation: The Ferrari 250 GTO is a famous sports car. The licence plates SCV 00919 and SCV 1 (through to SCV 9) are from the Italian region of Lombardy, where Ferrari is based. The Ferrari 250 GTO is one of the most valuable cars in the world. It is known for its sleek design and powerful engine. The car has been featured in several films and has a large"", ""uncertainty_score"": 28.762582778930664}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Which scientist has the following geographical features named after him: a sound in Tierra del Fuego, a mountain in the Andes, a sound in British Columbia's Queen Charlotte Islands and an Australian state capital?",qw_4871,http://www.quizwise.com/,"['darwin s', 'mary darwin', 'C darwin', 'Mary Darwin', ""Charles Darwin's"", 'Darwin 200', 'C. R. Darwin', 'charles r darwin', 'c darwin', 'Darwin200', 'www darwin200 org uk', 'Www.darwin200.org.uk', 'Charles R. Darwin', 'Charels darwin', ""Darwin's theory"", 'charles darwin s', 'cr darwin', 'darwin 200', 'Charles Darwin', 'CR Darwin', 'Charlesdarwin', 'darwin s theory', 'charels darwin', ""Darwin's"", 'chuck darwin', 'charles robert darwin', 'charlesdarwin', 'charles darwin', 'Charles Robert Darwin', 'Charles darwin', 'Chuck Darwin', 'darwin charles', 'Charles R Darwin', 'Darwin, Charles', 'c r darwin', 'darwin200']","Answer the trivia question concisely with the best short answer.
Question: Which scientist has the following geographical features named after him: a sound in Tierra del Fuego, a mountain in the Andes, a sound in British Columbia's Queen Charlotte Islands and an Australian state capital?
Answer:",James Clark Ross.,2.5146970748901367,"{""answer"": ""James Clark Ross."", ""uncertainty_score"": 2.5146970748901367}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which Shakespeare play takes place in the Forest of Arden?,sfq_14112,www.sfquiz.org.uk,"['Sir Oliver Mar Text', 'oliver martext', 'As You Like It', 'ducdame', 'Silvius (fictional character)', 'silvius fictional character', 'Mar text', 'Martext', 'Oliver Martext', 'sir oliver mar text', 'Ducdame', 'martext', 'Oliver Mar Text', 'as you like it', 'Sir Oliver Martext', 'oliver mar text', 'mar text', 'sir oliver martext', 'As you like it']","Answer the trivia question concisely with the best short answer.
Question: Which Shakespeare play takes place in the Forest of Arden?
Answer:",As You Like It.,0.06885302811861038,"{""answer"": ""As You Like It."", ""uncertainty_score"": 0.06885302811861038}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What is the collective term for a group of unicorns?,qb_594,http://www.quizballs.com/,"['blessing', 'divine blessing', 'blessedness', 'Blessing', 'Divine blessing', 'ashirbad', 'Blessings', 'Blessedness', 'Ashirbad', 'blessings']","Answer the trivia question concisely with the best short answer.
Question: What is the collective term for a group of unicorns?
Answer:",A herd.,2.3955492973327637,"{""answer"": ""A herd."", ""uncertainty_score"": 2.3955492973327637}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Name the focus of the UK Leveson inquiry?,bb_2346,http://www.businessballs.com/,"['Press standards', 'press standards']","Answer the trivia question concisely with the best short answer.
Question: Name the focus of the UK Leveson inquiry?
Answer:",Phone hacking scandal.,1.0510010719299316,"{""answer"": ""Phone hacking scandal."", ""uncertainty_score"": 1.0510010719299316}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
With which sport is Liz Edgar associated,bt_2378,http://billturnbull.quiz4free.com/,"['horse riders', 'Equestrianship', 'Horse-riding', 'Horses in sport', 'Horseback Rider', 'equestrianism', 'horseback riding', 'Horse-Riding', 'Horſeback', 'Horse safety', 'Riding Instructor', 'Horse back riding', 'Equestrian sports', 'Horseback riders', 'Horseback-riding', 'equesrianism', 'Horseback rider', 'Horse riders', 'Equine sport', 'horse rider', 'Horse Riding', 'Horsewoman', 'horse safety', 'equestrians', 'Horse riding', 'horseback', 'Riding horse', 'horsewoman', 'Equesrianism', 'Horseriding', 'Equestrians', 'Equestrianism', 'Horse rider', 'horses in sport', 'riding horse', 'Horseback riding', 'Horsemanship', 'horseriding', 'Horse-back riding', 'Horseback', 'horse back riding', 'horſeback', 'horsemanship', 'riding instructor', 'Horseback Riding', 'horseback riders', 'horseback rider', 'equine sport', 'horse riding', 'equestrianship', 'equestrian sports']","Answer the trivia question concisely with the best short answer.
Question: With which sport is Liz Edgar associated
Answer:",BMX racing.,1.556579351425171,"{""answer"": ""BMX racing."", ""uncertainty_score"": 1.556579351425171}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Dan Quayle was Vice President to which president of the USA?,qw_4992,http://www.quizwise.com/,"['George Herbert Bush', 'George Bush snr', 'George the elder', 'bush i', 'Vice President Bush', 'H.W. Bush', 'George H Bush', 'poppy bush', 'G. H. W. Bush Administration', 'Papa Bush', 'Daddy Bush', 'Bush I', 'george bush 41', 'bush elder', 'g h w bush administration', 'Bush Snr.', 'George H. W. Bush administration', 'George H. Bush', 'George H.W.', 'George Bush administration', 'George Bush, Sr.', 'President George H. W. Bush', 'ghw bush', 'G H W Bush', 'georgehwbush', 'Bush (41)', 'george bush senior', 'George hw bush', 'GHWB', 'george h w', 'G.H.W. Bush', 'George H.W Bush', 'bush senior', 'presidency of george h w bush', 'George Bush Snr.', 'george hw bush', 'Bush the Elder', 'Bush sr', 'Bush-prime minister vomitus incident, 1992', 'GeorgeHWBush', 'president bush senior', 'george h w bush', 'H W Bush', 'George h.w. bush', 'George H W', 'hw bush', 'George H. W.', 'President George H.W. Bush', 'Bush Senior', 'bush sr', 'ghwb', 'George Bush Senior', 'G. H. Bush', 'George h bush', '41st President of the United States', 'president george h w bush', 'bushu suru', 'Bush 41', 'George Bush (41)', 'H. W. Bush', 'George H. W. Bush Administration', 'papa bush', 'bush 41', 'bush snr', 'George H. W. Bush', 'g h w bush', 'George Bush Sr', 'Hw bush', 'George Bush sr.', 'First Bush administration', 'george herbert bush', 'George the Older', 'bush prime minister vomitus incident 1992', 'first bush administration', 'george h bush', 'George Bush (41st U.S. President)', 'Presidency of George H. W. Bush', 'daddy bush', 'vice president bush', 'George Bush Sr.', 'george bush 41st u s president', 'Bushu-suru', '%22Vision thing%22', 'george older', 'Presidency of George H.W. Bush', 'Herbert Walker Bush', 'vision thing', 'GHW Bush', 'h w bush', 'george elder', 'george bush administration', 'George HW Bush', 'George H. W, Bush', 'George Herbert Walker Bush', 'Bush Sr.', 'George h.w bush', 'President Bush (senior)', 'g h bush', 'george herbert walker bush', 'George H.W. Bush', '22vision thing 22', 'Senior Bush', 'george bush snr', 'george bush sr', 'herbert walker bush', 'George Bush (senior)', 'G. H. W. Bush', 'senior bush', 'Bush-41', 'Poppy Bush', 'George H W Bush', 'George H.W.Bush', 'george h w bush administration', '41st president of united states', 'The vision thing']","Answer the trivia question concisely with the best short answer.
Question: Dan Quayle was Vice President to which president of the USA?
Answer:",George H.W. Bush.,0.05852353945374489,"{""answer"": ""George H.W. Bush."", ""uncertainty_score"": 0.05852353945374489}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Who plays the part of detective DI Richard Poole in the TV series `Death in Paradise'?,sfq_12095,www.sfquiz.org.uk,"['Ben Miller', 'ben miller']","Answer the trivia question concisely with the best short answer.
Question: Who plays the part of detective DI Richard Poole in the TV series `Death in Paradise'?
Answer:",Ben Miller.,0.14032696187496185,"{""answer"": ""Ben Miller."", ""uncertainty_score"": 0.14032696187496185}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"What Latin phrase means operational method, or the way a job is done?",bb_6844,http://www.businessballs.com/,"['Modus Operandi', 'Modus operandus', 'modi operandi', 'method of operation', 'modus operandi', 'modus operandus', 'Modus operandi', 'Modi operandi', 'Method of operation']","Answer the trivia question concisely with the best short answer.
Question: What Latin phrase means operational method, or the way a job is done?
Answer:",Modus Operandi.,1.3182533979415894,"{""answer"": ""Modus Operandi."", ""uncertainty_score"": 1.3182533979415894}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"In the world of business, what is the significance of this ordered list? Canada, Saudi Arabia, Mexico, Venezuela, Kuwait, Colombia, ...",tb_251,http://triviabug.com/q-and-a-quizzes/,"['largest suppliers of oil to united states', 'Largest suppliers of oil to the United States']","Answer the trivia question concisely with the best short answer.
Question: In the world of business, what is the significance of this ordered list? Canada, Saudi Arabia, Mexico, Venezuela, Kuwait, Colombia, ...
Answer:",The significance is that these countries are the top 7 oil producers in the world.,6.658692836761475,"{""answer"": ""The significance is that these countries are the top 7 oil producers in the world."", ""uncertainty_score"": 6.658692836761475}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
In the Bible who was the husband of Jezebel?,sfq_2929,www.sfquiz.org.uk,"['Ahab', 'Ahabh', 'Ahaav', 'Achov', 'ach av', ""Aha'av"", 'Ahaabh', 'ah av', 'ahab', 'Ahav', 'Achab', 'Ahab of Israel', 'achaav', 'ahab of israel', 'ahaav', 'ah abh', 'Ehav', 'king ahab', 'ahabh', 'ehav', 'aha abh', ""Aha'abh"", 'ahav', 'acha av', 'achav', 'Achav', ""Ah'av"", 'achab', 'Ahaab', 'aha av', 'Achaav', ""Ah'abh"", 'ahaab', ""Acha'av"", 'achov', 'ahaabh', 'King Ahab', ""Ach'av""]","Answer the trivia question concisely with the best short answer.
Question: In the Bible who was the husband of Jezebel?
Answer:",King Ahab.,0.5367404222488403,"{""answer"": ""King Ahab."", ""uncertainty_score"": 0.5367404222488403}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What is the most easterly port in Britain,bt_874,http://billturnbull.quiz4free.com/,"['lowestoft', 'london road north shopping precinct', 'Belle Vue Park (Lowestoft)', 'lowestoft mayor', 'London Road North Shopping Precinct', 'britten centre', 'London Road North', 'lowestoft lighthouse', ""Sparrow's Nest"", 'The britten centre', 'Lowestoft Mayor', 'lowestoft suffolk', 'sparrow s nest', 'Lowestoft', 'The Britten Centre', 'Lowestoft, Suffolk', 'Lowestoft Lighthouse', 'london road north', 'belle vue park lowestoft']","Answer the trivia question concisely with the best short answer.
Question: What is the most easterly port in Britain
Answer:",Felixstowe.,2.1582295894622803,"{""answer"": ""Felixstowe."", ""uncertainty_score"": 2.1582295894622803}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which member of England's 2003 Rugby World Cup winning team has an uncle in the 1966 England Soccer World Cup winning team?,bb_8280,http://www.businessballs.com/,"['ben cohen disambiguation', 'ben cohen', 'Ben Cohen', 'Ben Cohen (disambiguation)']","Answer the trivia question concisely with the best short answer.
Question: Which member of England's 2003 Rugby World Cup winning team has an uncle in the 1966 England Soccer World Cup winning team?
Answer:","Jonny Wilkinson. 
Explanation: Jonny Wilkinson's uncle, John Wilkinson, played for the 1966 England team. Jonny Wilkinson was a key player in the 2003 Rugby World Cup winning team.",10.355335235595703,"{""answer"": ""Jonny Wilkinson. \nExplanation: Jonny Wilkinson's uncle, John Wilkinson, played for the 1966 England team. Jonny Wilkinson was a key player in the 2003 Rugby World Cup winning team."", ""uncertainty_score"": 10.355335235595703}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What traditional leatherworking tools became cockney rhyming slang for testicles?,bb_160,http://www.businessballs.com/,"['cobblers awls', 'Cobblers awls']","Answer the trivia question concisely with the best short answer.
Question: What traditional leatherworking tools became cockney rhyming slang for testicles?
Answer:","Balls.
Explanation: Cockney rhyming slang is a form of slang that originated in the East End of London, where rhyming phrases are used to refer to words. In this case, the phrase ""old bill"" is used to refer to a police officer, but in this question, ""balls"" is used to refer to testicles. This is an example of a rhyming slang phrase that has become a common expression in London slang.",24.35811424255371,"{""answer"": ""Balls.\nExplanation: Cockney rhyming slang is a form of slang that originated in the East End of London, where rhyming phrases are used to refer to words. In this case, the phrase 'old bill' is used to refer to a police officer, but in this question, 'balls' is used to refer to testicles. This is an example of a rhyming slang phrase that has become a common expression in London slang."", ""uncertainty_score"": 24.35811424255371}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Which is the most southerly Irish city ?,wh_4134,http://www.wrexhamquizleague.co.uk/,"['cork', 'cork parliament of ireland constituency', 'Corks', 'cork disambiguation', 'Cork', 'Cork (Parliament of Ireland constituency)', 'CORK', 'Cork (disambiguation)', 'corks']","Answer the trivia question concisely with the best short answer.
Question: Which is the most southerly Irish city ?
Answer:",Cork.,0.5589529275894165,"{""answer"": ""Cork."", ""uncertainty_score"": 0.5589529275894165}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
What animal is the Scandinavian Christmas Julbock symbol?,bb_8426,http://www.businessballs.com/,"['She-Goat', 'billygoat', 'goats milk', ""Goat's milk"", 'Billies', 'Goat milk', 'goatry', 'She goat', 'she goat', 'Capra hircus', 'kid goat', 'billy goat', 'Goats', 'Domestic goats', 'Domestic goat', 'Domestic Goat', 'Capra aegagrus hircus', 'Billy goat', 'she goats', 'billies', 'nanny goat', 'goatfighting', 'She-goats', 'Billygoat', 'Dairy Goats', 'Goat', 'Goat penis', 'She goats', ""Goats' milk"", 'goats', 'Kid (goat)', 'goat milk', 'he goat', 'capra hircus', 'Goatry', '🐐', 'dairy goats', 'Nanny Goat', 'goat penis', 'He-goat', 'domestic goat', 'goat', 'Nanny goat', 'Billy Goat', 'Goatfighting', 'goat s milk', 'dairy goat', 'capra aegagrus hircus', 'Dairy goat', 'domestic goats']","Answer the trivia question concisely with the best short answer.
Question: What animal is the Scandinavian Christmas Julbock symbol?
Answer:",Goat.,0.6494461894035339,"{""answer"": ""Goat."", ""uncertainty_score"": 0.6494461894035339}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"The Equitable Life Assurance Building in New York City, built in 1870, and 130 feet (40 m) high, was the first office building to be equipped with what?",qw_4858,http://www.quizwise.com/,"['passenger elevators', 'Passenger elevators']","Answer the trivia question concisely with the best short answer.
Question: The Equitable Life Assurance Building in New York City, built in 1870, and 130 feet (40 m) high, was the first office building to be equipped with what?
Answer:",Elevator.,0.7487901449203491,"{""answer"": ""Elevator."", ""uncertainty_score"": 0.7487901449203491}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Whose portrait replaced Michael Faraday on the English £20 note?,odql_13592,http://www.odquiz.org.uk/,"['ballets by edward elgar', 'Elgar, Edward', 'Sir Edward William Elgar', 'Ballets by Edward Elgar', 'Elgar', 'sir edward elgar', 'Edward elgar', 'Elgar Baronets', 'sir edward elgar 1st baronet', 'elgar', 'elgar edward', 'Sir Edward Elgar', 'Sir Edward William Elgar, 1st Baronet', 'sir edward william elgar', 'edward william elgar', 'sir edward william elgar 1st baronet om gcvo', 'Edward William Elgar', 'Elgar baronets', 'he banged leather for goal', 'edward elgar', 'sir edward william elgar 1st baronet', 'Sir Edward William Elgar, 1st Baronet, OM, GCVO', 'Edward Elgar', 'He Banged The Leather for Goal', 'Sir Edward Elgar, 1st Baronet', 'elgar baronets']","Answer the trivia question concisely with the best short answer.
Question: Whose portrait replaced Michael Faraday on the English £20 note?
Answer:",Sir Winston Churchill.,2.228926658630371,"{""answer"": ""Sir Winston Churchill."", ""uncertainty_score"": 2.228926658630371}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
In which general direction would you sail from New York to London?,qw_3843,http://www.quizwise.com/,"['east', 'Eastward', 'eest', 'eastward', 'East', '东', 'Eest', '東']","Answer the trivia question concisely with the best short answer.
Question: In which general direction would you sail from New York to London?
Answer:",West.,1.4629532098770142,"{""answer"": ""West."", ""uncertainty_score"": 1.4629532098770142}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Around the upper Coppename River a nature reserve in what South American country has been designated a UNESCO World Heritage Site for its unspoiled forests and biodiversity?,qw_15106,http://www.quizwise.com/,"['Sport in Suriname', 'republiek suriname', 'ISO 3166-1:SR', 'etymology of suriname', 'republic of suriname', 'languages of suriname', 'iso 3166 1 sr', 'Public holidays in Suriname', 'Health in Suriname', 'Sranang', 'health in suriname', 'public holidays in suriname', 'sranang', 'administrative divisions of suriname', 'suriname', 'Etymology of Suriname', 'subdivisions of suriname', 'Surinamese', 'Languages of Suriname', 'surinam', 'surinamese', 'ngy', 'Republiek Suriname', 'Administrative divisions of Suriname', 'Republic of Suriname', 'Suriname', 'sport in suriname', 'Surinam', 'NGY', 'Subdivisions of Suriname']","Answer the trivia question concisely with the best short answer.
Question: Around the upper Coppename River a nature reserve in what South American country has been designated a UNESCO World Heritage Site for its unspoiled forests and biodiversity?
Answer:",Suriname.,1.1256023645401,"{""answer"": ""Suriname."", ""uncertainty_score"": 1.1256023645401}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
The ‘what’ Cap is one of the most poisonous toadstools in the world?,qb_6280,http://www.quizballs.com/,"['Technically dead', 'articulus mortis', 'Death and Dying', 'Deadness', 'Deceasing', 'dy d', 'biological death', 'human death', 'Premature death', 'Death', 'Signs of death', 'Predeceased', 'physical death', 'predecease', 'death medicine', 'Mortally', 'Articulus mortis', 'Somatic death', 'Death (medicine)', 'somatic death', 'Plant death', 'Dead', 'stages of death', 'Death signs', 'Predecease', 'exitus', 'Indicative of death', 'mortally', 'dying', ""Dy'd"", 'premature death', 'Passing away', 'death science', 'technically dead', 'Physical death', 'Deceased', 'Human death', 'death signs', 'Articulo mortis', 'Exitus letalis', 'exitus letalis', 'signs of death', 'deceasing', 'Dying', 'Deceases', 'plant death', 'Decedent', 'decease', 'decedent', 'Devitalized', 'Deaths', 'Fatally wounded', 'Biological death', 'predeceased', 'passing away', 'deaths', 'deathly', 'Stages of death', 'Mortals', 'Deathly', 'articulo mortis', 'Decease', 'mortals', 'deadness', 'Died', 'Death (science)', 'death', 'dead', 'deceased', 'died', 'fatally wounded', 'devitalized', 'Exitus', 'death and dying', 'deceases', 'indicative of death']","Answer the trivia question concisely with the best short answer.
Question: The ‘what’ Cap is one of the most poisonous toadstools in the world?
Answer:",Destroying Angel.,0.3707115650177002,"{""answer"": ""Destroying Angel."", ""uncertainty_score"": 0.3707115650177002}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"""Complete the title of this James Bond film: """"On Her Majesty's ... """"""",qw_6895,http://www.quizwise.com/,"['Secret Service', 'secret service', 'secret service disambiguation', 'Secret Service (disambiguation)']","Answer the trivia question concisely with the best short answer.
Question: ""Complete the title of this James Bond film: """"On Her Majesty's ... """"""
Answer:",Secret Service.,0.22851836681365967,"{""answer"": ""Secret Service."", ""uncertainty_score"": 0.22851836681365967}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"What instrument did jazz musician, Woody Herman play?",odql_11983,http://www.odquiz.org.uk/,"['b♭ clarinet', 'e flat clarinets', 'clarinette', 'clarinets', 'clarinet', 'Clarinet', 'Clarinets', 'klarino', 'clerinet', 'CLARINET', 'B flat clarinet', 'Clerinet', 'Clarinette', 'b flat clarinet', 'clarenet', 'clarionet', 'Clarionet', 'Clarenet', 'A clarinet', 'Klarino', 'B♭ Clarinet', 'E-flat Clarinets']","Answer the trivia question concisely with the best short answer.
Question: What instrument did jazz musician, Woody Herman play?
Answer:",Clarinet.,0.35959017276763916,"{""answer"": ""Clarinet."", ""uncertainty_score"": 0.35959017276763916}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"First published in 1929, for which character is Belgian George Remi best known?",sfq_17719,www.sfquiz.org.uk,"['Tintin', 'tintin tv series', 'Tin Tin', 'Tintin (TV series)', 'Tin-tin', 'TINTIN', 'tin tin', 'tintin disambiguation', 'TinTin', 'Tintin (disambiguation)', 'tintin', 'Tin tin', 'Tin-Tin']","Answer the trivia question concisely with the best short answer.
Question: First published in 1929, for which character is Belgian George Remi best known?
Answer:",Tintin.,1.1091340780258179,"{""answer"": ""Tintin."", ""uncertainty_score"": 1.1091340780258179}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
Where is the French terminus for the Hoverspeed service?,tc_2026,http://www.triviacountry.com/,"['gesoriacum', 'boulogne sur mer', 'Boulogne sur mer', 'boulogne', 'Boulogne-Sur-Mer', 'Boulogne', 'bolougne', 'Boulogne sur Mer', 'Bolougne', 'Gesoriacum', 'Boulogne-sur-Mer', 'Boulogne-on-Mer', 'boulogne on mer', 'boulognes sur mer', 'Boulognes-sur-mer']","Answer the trivia question concisely with the best short answer.
Question: Where is the French terminus for the Hoverspeed service?
Answer:",Dover.,1.143550157546997,"{""answer"": ""Dover."", ""uncertainty_score"": 1.143550157546997}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
"Chinese Restaurant Syndrome, a collection of symptoms caused in some people after eating Chinese food, is said to be caused by which food additive?",qb_4050,http://www.quizballs.com/,"['Monosodium glutamate (MSG)', 'monosodium glutamate msg']","Answer the trivia question concisely with the best short answer.
Question: Chinese Restaurant Syndrome, a collection of symptoms caused in some people after eating Chinese food, is said to be caused by which food additive?
Answer:",MSG.,1.2776581048965454,"{""answer"": ""MSG."", ""uncertainty_score"": 1.2776581048965454}",trivia,meta-llama/Llama-3.2-3B-Instruct,CocoaMSP,cocoa_v1,2025-08-12 21:18:31
