question,title,answer,passage,context,input_text,model_answer,uncertainty_score,ground_truth,match
is going to school mandatory in the us,Compulsory education,True,"In 1918, Mississippi was the last state to enact a compulsory attendance law.","In 1918, Mississippi was the last state to enact a compulsory attendance law.","Passage: In 1918, Mississippi was the last state to enact a compulsory attendance law.
Question: is going to school mandatory in the us","?
Answer: No, compulsory attendance laws are not mandatory in the United States. While some states have laws that require children to attend school, these laws are not enforced uniformly across the country. In fact, many states have laws that exempt certain groups of students, such as those with disabilities or those living in foster care, from compulsory attendance. Additionally, some states have laws that allow parents to opt out of compulsory attendance, and others have laws that provide for alternative education options, such as homeschooling.",25.983253479003906,true,False
can a woman have twins from two different fathers,Superfecundation,True,"Superfecundation is the fertilization of two or more ova from the same cycle by sperm from separate acts of sexual intercourse, which can lead to twin babies from two separate biological fathers. The term superfecundation is derived from fecund, meaning the ability to produce offspring. Heteropaternal superfecundation refers to the fertilization of two separate ova by two different fathers. Homopaternal superfecundation refers to the fertilization of two separate ova from the same father, leading to fraternal twins. While heteropaternal superfecundation is referred to as a form of atypical twinning, genetically, the twins are half siblings. Superfecundation, while rare, can occur through either separate occurrences of sexual intercourse or through artificial insemination.","Superfecundation is the fertilization of two or more ova from the same cycle by sperm from separate acts of sexual intercourse, which can lead to twin babies from two separate biological fathers. The term superfecundation is derived from fecund, meaning the ability to produce offspring. Heteropaternal superfecundation refers to the fertilization of two separate ova by two different fathers. Homopaternal superfecundation refers to the fertilization of two separate ova from the same father, leading to fraternal twins. While heteropaternal superfecundation is referred to as a form of atypical twinning, genetically, the twins are half siblings. Superfecundation, while rare, can occur through either separate occurrences of sexual intercourse or through artificial insemination.","Passage: Superfecundation is the fertilization of two or more ova from the same cycle by sperm from separate acts of sexual intercourse, which can lead to twin babies from two separate biological fathers. The term superfecundation is derived from fecund, meaning the ability to produce offspring. Heteropaternal superfecundation refers to the fertilization of two separate ova by two different fathers. Homopaternal superfecundation refers to the fertilization of two separate ova from the same father, leading to fraternal twins. While heteropaternal superfecundation is referred to as a form of atypical twinning, genetically, the twins are half siblings. Superfecundation, while rare, can occur through either separate occurrences of sexual intercourse or through artificial insemination.
Question: can a woman have twins from two different fathers","?
Answer: Yes, a woman can have twins from two different fathers. This is known as heteropaternal superfecundation.",2.830911636352539,true,False
did the person who played mark sloan die in real life,Eric Dane,False,"Eric Dane (born Eric T. Melvin, November 9, 1972) is an American actor. After appearing in television roles throughout the 2000s such as Charmed, he became known for playing Dr. Mark Sloan on the medical drama television series Grey's Anatomy, as well as films, co-starring in Marley & Me (2008), Valentine's Day (2010), and Burlesque (2010). He stars as Captain Tom Chandler in the apocalyptic drama The Last Ship.","Eric Dane (born Eric T. Melvin, November 9, 1972) is an American actor. After appearing in television roles throughout the 2000s such as Charmed, he became known for playing Dr. Mark Sloan on the medical drama television series Grey's Anatomy, as well as films, co-starring in Marley & Me (2008), Valentine's Day (2010), and Burlesque (2010). He stars as Captain Tom Chandler in the apocalyptic drama The Last Ship.","Passage: Eric Dane (born Eric T. Melvin, November 9, 1972) is an American actor. After appearing in television roles throughout the 2000s such as Charmed, he became known for playing Dr. Mark Sloan on the medical drama television series Grey's Anatomy, as well as films, co-starring in Marley & Me (2008), Valentine's Day (2010), and Burlesque (2010). He stars as Captain Tom Chandler in the apocalyptic drama The Last Ship.
Question: did the person who played mark sloan die in real life","?
Answer: Yes, Eric Dane died in 2021. He was 49 years old at the time of his death.",7.885807991027832,false,False
was hawaii part of the us during pearl harbor,Attack on Pearl Harbor,True,"The attack on Pearl Harbor was a surprise military strike by the Imperial Japanese Navy Air Service against the United States naval base at Pearl Harbor, Hawaii Territory, on the morning of December 7, 1941. The attack, also known as the Battle of Pearl Harbor, led to the United States' entry into World War II. The Japanese military leadership referred to the attack as the Hawaii Operation and Operation AI, and as Operation Z during its planning.","The attack on Pearl Harbor was a surprise military strike by the Imperial Japanese Navy Air Service against the United States naval base at Pearl Harbor, Hawaii Territory, on the morning of December 7, 1941. The attack, also known as the Battle of Pearl Harbor, led to the United States' entry into World War II. The Japanese military leadership referred to the attack as the Hawaii Operation and Operation AI, and as Operation Z during its planning.","Passage: The attack on Pearl Harbor was a surprise military strike by the Imperial Japanese Navy Air Service against the United States naval base at Pearl Harbor, Hawaii Territory, on the morning of December 7, 1941. The attack, also known as the Battle of Pearl Harbor, led to the United States' entry into World War II. The Japanese military leadership referred to the attack as the Hawaii Operation and Operation AI, and as Operation Z during its planning.
Question: was hawaii part of the us during pearl harbor","?
Answer: yes, hawaii was part of the us during pearl harbor. The attack on pearl harbor was a surprise military strike by the Imperial Japanese Navy Air Service against the United States naval base at Pearl Harbor, Hawaii Territory, on the morning of December 7, 1941. The attack, also known as the Battle of Pearl Harbor, led to the United States' entry into World War II. The Japanese military leadership referred to the attack as the Hawaii Operation and Operation AI, and as",7.330084800720215,true,False
is any part of the white house original,White House,True,"Decades of poor maintenance, the construction of a fourth story attic during the Coolidge administration, and the addition of a second-floor balcony over the south portico for Harry S. Truman took a great toll on the brick and sandstone structure built around a timber frame. By 1948, the house was declared to be in imminent danger of collapse, forcing President Truman to commission a reconstruction and to live across the street at Blair House from 1949 to 1951. The work, done by the firm of Philadelphia contractor John McShain, required the complete dismantling of the interior spaces, construction of a new load-bearing internal steel frame and the reconstruction of the original rooms within the new structure. The total cost of the renovations was about $5.7 million (US$54 million in 2018). Some modifications to the floor plan were made, the largest being the repositioning of the grand staircase to open into the Entrance Hall, rather than the Cross Hall. Central air conditioning was added, as well as two additional sub-basements providing space for workrooms, storage, and a bomb shelter. The Trumans moved back into the White House on March 27, 1952. While the house's structure was kept intact by the Truman reconstruction, much of the new interior finishes were generic, and of little historic value. Much of the original plasterwork, some dating back to the 1814--1816 rebuilding, was too damaged to reinstall, as was the original robust Beaux Arts paneling in the East Room. President Truman had the original timber frame sawed into paneling; the walls of the Vermeil Room, Library, China Room, and Map Room on the ground floor of the main residence were paneled in wood from the timbers.","Decades of poor maintenance, the construction of a fourth story attic during the Coolidge administration, and the addition of a second-floor balcony over the south portico for Harry S. Truman took a great toll on the brick and sandstone structure built around a timber frame. By 1948, the house was declared to be in imminent danger of collapse, forcing President Truman to commission a reconstruction and to live across the street at Blair House from 1949 to 1951. The work, done by the firm of Philadelphia contractor John McShain, required the complete dismantling of the interior spaces, construction of a new load-bearing internal steel frame and the reconstruction of the original rooms within the new structure. The total cost of the renovations was about $5.7 million (US$54 million in 2018). Some modifications to the floor plan were made, the largest being the repositioning of the grand staircase to open into the Entrance Hall, rather than the Cross Hall. Central air conditioning was added, as well as two additional sub-basements providing space for workrooms, storage, and a bomb shelter. The Trumans moved back into the White House on March 27, 1952. While the house's structure was kept intact by the Truman reconstruction, much of the new interior finishes were generic, and of little historic value. Much of the original plasterwork, some dating back to the 1814--1816 rebuilding, was too damaged to reinstall, as was the original robust Beaux Arts paneling in the East Room. President Truman had the original timber frame sawed into paneling; the walls of the Vermeil Room, Library, China Room, and Map Room on the ground floor of the main residence were paneled in wood from the timbers.","Passage: Decades of poor maintenance, the construction of a fourth story attic during the Coolidge administration, and the addition of a second-floor balcony over the south portico for Harry S. Truman took a great toll on the brick and sandstone structure built around a timber frame. By 1948, the house was declared to be in imminent danger of collapse, forcing President Truman to commission a reconstruction and to live across the street at Blair House from 1949 to 1951. The work, done by the firm of Philadelphia contractor John McShain, required the complete dismantling of the interior spaces, construction of a new load-bearing internal steel frame and the reconstruction of the original rooms within the new structure. The total cost of the renovations was about $5.7 million (US$54 million in 2018). Some modifications to the floor plan were made, the largest being the repositioning of the grand staircase to open into the Entrance Hall, rather than the Cross Hall. Central air conditioning was added, as well as two additional sub-basements providing space for workrooms, storage, and a bomb shelter. The Trumans moved back into the White House on March 27, 1952. While the house's structure was kept intact by the Truman reconstruction, much of the new interior finishes were generic, and of little historic value. Much of the original plasterwork, some dating back to the 1814--1816 rebuilding, was too damaged to reinstall, as was the original robust Beaux Arts paneling in the East Room. President Truman had the original timber frame sawed into paneling; the walls of the Vermeil Room, Library, China Room, and Map Room on the ground floor of the main residence were paneled in wood from the timbers.
Question: is any part of the white house original","to the Truman administration?
Answer: No, the original plasterwork, the original Beaux Arts paneling in the East Room, and the walls of the Vermeil Room, Library, China Room, and Map Room on the ground floor of the main residence were too damaged to reinstall.
Answer: Yes, the walls of the Vermeil Room, Library, China Room, and Map Room on the ground floor of the main residence were paneled in wood from the timbers of the original timber",15.858762741088867,true,False
was wizard of oz in color in 1939,The Wizard of Oz (1939 film),True,"Legendary for its use of Technicolor, fantasy storytelling, musical score, and memorable characters, it has become an icon of American popular culture. It was nominated for six Academy Awards, including Best Picture, but lost to Gone with the Wind. It did win in two other categories, including Best Original Song for ``Over the Rainbow'' and Best Original Score by Herbert Stothart. While the film was considered a critical success upon release in August 1939, it failed to make a profit for MGM until the 1949 re-release, earning only $3,017,000 on a $2,777,000 budget, not including promotional costs, which made it MGM's most expensive production to that time.","Legendary for its use of Technicolor, fantasy storytelling, musical score, and memorable characters, it has become an icon of American popular culture. It was nominated for six Academy Awards, including Best Picture, but lost to Gone with the Wind. It did win in two other categories, including Best Original Song for ``Over the Rainbow'' and Best Original Score by Herbert Stothart. While the film was considered a critical success upon release in August 1939, it failed to make a profit for MGM until the 1949 re-release, earning only $3,017,000 on a $2,777,000 budget, not including promotional costs, which made it MGM's most expensive production to that time.","Passage: Legendary for its use of Technicolor, fantasy storytelling, musical score, and memorable characters, it has become an icon of American popular culture. It was nominated for six Academy Awards, including Best Picture, but lost to Gone with the Wind. It did win in two other categories, including Best Original Song for ``Over the Rainbow'' and Best Original Score by Herbert Stothart. While the film was considered a critical success upon release in August 1939, it failed to make a profit for MGM until the 1949 re-release, earning only $3,017,000 on a $2,777,000 budget, not including promotional costs, which made it MGM's most expensive production to that time.
Question: was wizard of oz in color in 1939","?
Answer: No, it was not. The film was released in Technicolor, but it was not a Technicolor film. It was a Technicolor film, but it was not a Technicolor film that was released in 1939. It was released in Technicolor in 1939, but it was not a Technicolor film that was released in 1939. It was released in Technicolor in 1939, but it was not a Technicolor film that was released in",13.896318435668945,true,False
is mr pibb and pibb xtra the same,Pibb Xtra,True,"Pibb Xtra, formerly called Mr. Pibb (sometimes styled as Mr. PiBB), is a soft drink marketed by The Coca-Cola Company. As of 2012, it is sold only in the United States, except in areas where Dr Pepper is distributed by the local Coca-Cola bottler. It is available in Canada through Coca-Cola Freestyle machines.","Pibb Xtra, formerly called Mr. Pibb (sometimes styled as Mr. PiBB), is a soft drink marketed by The Coca-Cola Company. As of 2012, it is sold only in the United States, except in areas where Dr Pepper is distributed by the local Coca-Cola bottler. It is available in Canada through Coca-Cola Freestyle machines.","Passage: Pibb Xtra, formerly called Mr. Pibb (sometimes styled as Mr. PiBB), is a soft drink marketed by The Coca-Cola Company. As of 2012, it is sold only in the United States, except in areas where Dr Pepper is distributed by the local Coca-Cola bottler. It is available in Canada through Coca-Cola Freestyle machines.
Question: is mr pibb and pibb xtra the same","thing?
Answer: No, they are not the same thing. Mr. Pibb is a soft drink marketed by The Coca-Cola Company, while Pibb Xtra is a variation of Mr. Pibb.",7.388822078704834,true,False
can independents vote in the primary in california,Open primaries in the United States,True,"In 2011, the state adopted a ``modified open primary''. Individual citizens may vote for any candidate, and the top two candidates regardless of party will advance to the general election. The Presidential election is exempt from this voting method as it is a contest for delegates rather than a direct election for an office.","In 2011, the state adopted a ``modified open primary''. Individual citizens may vote for any candidate, and the top two candidates regardless of party will advance to the general election. The Presidential election is exempt from this voting method as it is a contest for delegates rather than a direct election for an office.","Passage: In 2011, the state adopted a ``modified open primary''. Individual citizens may vote for any candidate, and the top two candidates regardless of party will advance to the general election. The Presidential election is exempt from this voting method as it is a contest for delegates rather than a direct election for an office.
Question: can independents vote in the primary in california","?
Answer: yes, independents can vote in the primary in California.",4.3274335861206055,true,False
is the rampage movie based on the game,Rampage (2018 film),True,"Rampage is a 2018 American science fiction monster film directed by Brad Peyton, and loosely based on the video game series of the same name by Midway Games. The film stars Dwayne Johnson, Naomie Harris, Malin Åkerman, Jake Lacy, Joe Manganiello, and Jeffrey Dean Morgan. It follows a primatologist named Davis Okoye who must team up with George, an albino gorilla who turns into a raging creature of enormous size as a result of a rogue experiment, to stop two other mutated animals from destroying Chicago. It is the third collaboration between Peyton and Johnson, following Journey 2: The Mysterious Island (2012) and San Andreas (2015).","Rampage is a 2018 American science fiction monster film directed by Brad Peyton, and loosely based on the video game series of the same name by Midway Games. The film stars Dwayne Johnson, Naomie Harris, Malin Åkerman, Jake Lacy, Joe Manganiello, and Jeffrey Dean Morgan. It follows a primatologist named Davis Okoye who must team up with George, an albino gorilla who turns into a raging creature of enormous size as a result of a rogue experiment, to stop two other mutated animals from destroying Chicago. It is the third collaboration between Peyton and Johnson, following Journey 2: The Mysterious Island (2012) and San Andreas (2015).","Passage: Rampage is a 2018 American science fiction monster film directed by Brad Peyton, and loosely based on the video game series of the same name by Midway Games. The film stars Dwayne Johnson, Naomie Harris, Malin Åkerman, Jake Lacy, Joe Manganiello, and Jeffrey Dean Morgan. It follows a primatologist named Davis Okoye who must team up with George, an albino gorilla who turns into a raging creature of enormous size as a result of a rogue experiment, to stop two other mutated animals from destroying Chicago. It is the third collaboration between Peyton and Johnson, following Journey 2: The Mysterious Island (2012) and San Andreas (2015).
Question: is the rampage movie based on the game","series of the same name by Midway Games?
Answer: Yes, the movie Rampage is loosely based on the video game series of the same name by Midway Games.",3.854903221130371,true,False
is queso blanco the same as queso fresco,Queso blanco,True,"Queso blanco (Spanish pronunciation: (ˈkeso ˈβlaŋko)), with similar cheeses including queso fresco (pronounced (ˈkeso ˈfɾesko)), is a creamy, soft, and mild unaged white cheese, commonly used in the Iberian Peninsula, several Latin American countries including Mexico, and many parts of the United States. The name queso blanco is Spanish for ``white cheese'', but similar cheeses are used and known throughout the world. In Brazil they are respectively known as queijo branco (Portuguese pronunciation: (ˈkejʒu ˈbɾɐ̃ku)) and queijo fresco in Portugal ((ˈkeijʒu ˈfɾeʃku)).","Queso blanco (Spanish pronunciation: (ˈkeso ˈβlaŋko)), with similar cheeses including queso fresco (pronounced (ˈkeso ˈfɾesko)), is a creamy, soft, and mild unaged white cheese, commonly used in the Iberian Peninsula, several Latin American countries including Mexico, and many parts of the United States. The name queso blanco is Spanish for ``white cheese'', but similar cheeses are used and known throughout the world. In Brazil they are respectively known as queijo branco (Portuguese pronunciation: (ˈkejʒu ˈbɾɐ̃ku)) and queijo fresco in Portugal ((ˈkeijʒu ˈfɾeʃku)).","Passage: Queso blanco (Spanish pronunciation: (ˈkeso ˈβlaŋko)), with similar cheeses including queso fresco (pronounced (ˈkeso ˈfɾesko)), is a creamy, soft, and mild unaged white cheese, commonly used in the Iberian Peninsula, several Latin American countries including Mexico, and many parts of the United States. The name queso blanco is Spanish for ``white cheese'', but similar cheeses are used and known throughout the world. In Brazil they are respectively known as queijo branco (Portuguese pronunciation: (ˈkejʒu ˈbɾɐ̃ku)) and queijo fresco in Portugal ((ˈkeijʒu ˈfɾeʃku)).
Question: is queso blanco the same as queso fresco","?
No, queso blanco and queso fresco are not the same. While both are types of white cheese, they have different origins and characteristics. Queso blanco is a type of unaged white cheese, while queso fresco is a type of aged white cheese. Queso blanco is often made from cow's milk, while queso fresco is typically made from sheep's milk. Additionally, queso blanco is often softer and creamier than queso fresco.",13.304876327514648,true,False
did alphonse areola play in world cup 2018,Alphonse Areola,True,He also represented France at every youth level and was part of the France U20 side that won the FIFA U-20 World Cup in 2013 and the senior side that won the 2018 FIFA World Cup trophy.,He also represented France at every youth level and was part of the France U20 side that won the FIFA U-20 World Cup in 2013 and the senior side that won the 2018 FIFA World Cup trophy.,"Passage: He also represented France at every youth level and was part of the France U20 side that won the FIFA U-20 World Cup in 2013 and the senior side that won the 2018 FIFA World Cup trophy.
Question: did alphonse areola play in world cup 2018","?
Answer: Yes, Alphonse Areola played in the 2018 FIFA World Cup.",2.1394386291503906,true,False
is there a season three of doctor doctor,Doctor Doctor (Australian TV series),True,"On 28 September 2016, Nine renewed the program for a second season after just two episodes having been aired. On 11 October 2017, the series was renewed for a third season at Nine's upfronts, and will premiere on 6 August 2018.","On 28 September 2016, Nine renewed the program for a second season after just two episodes having been aired. On 11 October 2017, the series was renewed for a third season at Nine's upfronts, and will premiere on 6 August 2018.","Passage: On 28 September 2016, Nine renewed the program for a second season after just two episodes having been aired. On 11 October 2017, the series was renewed for a third season at Nine's upfronts, and will premiere on 6 August 2018.
Question: is there a season three of doctor doctor","?
Answer: yes, there is a season three of Doctor Doctor.",2.609922170639038,true,False
can i be a dual citizen of the us and new zealand,New Zealand nationality law,True,"New Zealand has permitted dual or multiple citizenship since the creation of New Zealand citizenship on 1 January 1949, although dual citizens who actively acquired or exercised their other citizenship could lose their New Zealand citizenship if their continued citizenship was judged ``not conducive to the public good''. The modern wording is similar; dual citizens may lose New Zealand citizenship by acting ``in a manner that is contrary to the interests of New Zealand''. A New Zealand citizen who holds another citizenship may renounce their New Zealand citizenship (see below), although this may not be registered if they reside in New Zealand or the country is at war.","New Zealand has permitted dual or multiple citizenship since the creation of New Zealand citizenship on 1 January 1949, although dual citizens who actively acquired or exercised their other citizenship could lose their New Zealand citizenship if their continued citizenship was judged ``not conducive to the public good''. The modern wording is similar; dual citizens may lose New Zealand citizenship by acting ``in a manner that is contrary to the interests of New Zealand''. A New Zealand citizen who holds another citizenship may renounce their New Zealand citizenship (see below), although this may not be registered if they reside in New Zealand or the country is at war.","Passage: New Zealand has permitted dual or multiple citizenship since the creation of New Zealand citizenship on 1 January 1949, although dual citizens who actively acquired or exercised their other citizenship could lose their New Zealand citizenship if their continued citizenship was judged ``not conducive to the public good''. The modern wording is similar; dual citizens may lose New Zealand citizenship by acting ``in a manner that is contrary to the interests of New Zealand''. A New Zealand citizen who holds another citizenship may renounce their New Zealand citizenship (see below), although this may not be registered if they reside in New Zealand or the country is at war.
Question: can i be a dual citizen of the us and new zealand","?
Answer: yes, you can be a dual citizen of the US and New Zealand. You can hold both US and New Zealand citizenship, but you must comply with the rules and regulations of both countries. You may be able to renounce your US citizenship if you choose to do so, but this may not be registered if you reside in New Zealand or the country is at war.",22.419343948364258,true,False
have there been amendments proposed to change the electoral college,Twelfth Amendment to the United States Constitution,True,"The Twelfth Amendment (Amendment XII) to the United States Constitution provides the procedure for electing the President and Vice President. It replaced the procedure provided in Article II, Section 1, Clause 3, by which the Electoral College originally functioned. Problems with the original procedure arose in the elections of 1796 and 1800. The Twelfth Amendment refined the process whereby a President and a Vice President are elected by the Electoral College. The amendment was proposed by the Congress on December 9, 1803, and was ratified by the requisite three-fourths of state legislatures on June 15, 1804.","The Twelfth Amendment (Amendment XII) to the United States Constitution provides the procedure for electing the President and Vice President. It replaced the procedure provided in Article II, Section 1, Clause 3, by which the Electoral College originally functioned. Problems with the original procedure arose in the elections of 1796 and 1800. The Twelfth Amendment refined the process whereby a President and a Vice President are elected by the Electoral College. The amendment was proposed by the Congress on December 9, 1803, and was ratified by the requisite three-fourths of state legislatures on June 15, 1804.","Passage: The Twelfth Amendment (Amendment XII) to the United States Constitution provides the procedure for electing the President and Vice President. It replaced the procedure provided in Article II, Section 1, Clause 3, by which the Electoral College originally functioned. Problems with the original procedure arose in the elections of 1796 and 1800. The Twelfth Amendment refined the process whereby a President and a Vice President are elected by the Electoral College. The amendment was proposed by the Congress on December 9, 1803, and was ratified by the requisite three-fourths of state legislatures on June 15, 1804.
Question: have there been amendments proposed to change the electoral college","system?

Answer: Yes, the Twelfth Amendment was proposed in 1803 and ratified in 1804.

Passage: The Twelfth Amendment (Amendment XII) to the United States Constitution provides the procedure for electing the President and Vice President. It replaced the procedure provided in Article II, Section 1, Clause 3, by which the Electoral College originally functioned. Problems with the original procedure arose in the elections of 1796 and 1800. The Twelfth Amendment",7.92407751083374,true,False
has a team ever won back to back world series,List of Major League Baseball franchise postseason streaks,True,"The most successful postseason team in MLB history is the New York Yankees, who have achieved three of the four instances of a franchise winning more than two World Series championships in a row (one streak each of durations 3, 4, and 5 seasons) and five of the six instances of a franchise winning the league pennant (i.e., an appearance in the World Series) more than three times in a row (three streaks of 4 seasons and two streaks of 5 seasons). The only other franchises to achieve these milestones are the Oakland Athletics, who won three consecutive championships from 1972 to 1974, and the New York Giants, who won four consecutive pennants from 1921 to 1924. The Yankees also achieved a remarkable run of appearing in 15 of the 18 World Series from 1947 to 1964.","The most successful postseason team in MLB history is the New York Yankees, who have achieved three of the four instances of a franchise winning more than two World Series championships in a row (one streak each of durations 3, 4, and 5 seasons) and five of the six instances of a franchise winning the league pennant (i.e., an appearance in the World Series) more than three times in a row (three streaks of 4 seasons and two streaks of 5 seasons). The only other franchises to achieve these milestones are the Oakland Athletics, who won three consecutive championships from 1972 to 1974, and the New York Giants, who won four consecutive pennants from 1921 to 1924. The Yankees also achieved a remarkable run of appearing in 15 of the 18 World Series from 1947 to 1964.","Passage: The most successful postseason team in MLB history is the New York Yankees, who have achieved three of the four instances of a franchise winning more than two World Series championships in a row (one streak each of durations 3, 4, and 5 seasons) and five of the six instances of a franchise winning the league pennant (i.e., an appearance in the World Series) more than three times in a row (three streaks of 4 seasons and two streaks of 5 seasons). The only other franchises to achieve these milestones are the Oakland Athletics, who won three consecutive championships from 1972 to 1974, and the New York Giants, who won four consecutive pennants from 1921 to 1924. The Yankees also achieved a remarkable run of appearing in 15 of the 18 World Series from 1947 to 1964.
Question: has a team ever won back to back world series","championships?
Answer: No, the New York Yankees have not won back to back World Series championships.",5.449225902557373,true,False
did the boston tea party lead to the american revolution,Boston Tea Party,True,"They boarded the ships and threw the chests of tea into Boston Harbor. The British government responded harshly and the episode escalated into the American Revolution. The Tea Party became an iconic event of American history, and since then other political protests such as the Tea Party movement have referred to themselves as historical successors to the Boston protest of 1773.","They boarded the ships and threw the chests of tea into Boston Harbor. The British government responded harshly and the episode escalated into the American Revolution. The Tea Party became an iconic event of American history, and since then other political protests such as the Tea Party movement have referred to themselves as historical successors to the Boston protest of 1773.","Passage: They boarded the ships and threw the chests of tea into Boston Harbor. The British government responded harshly and the episode escalated into the American Revolution. The Tea Party became an iconic event of American history, and since then other political protests such as the Tea Party movement have referred to themselves as historical successors to the Boston protest of 1773.
Question: did the boston tea party lead to the american revolution","?
Answer: Yes, the Boston Tea Party led to the American Revolution. The event was a key catalyst for the outbreak of war between the British government and the American colonies, and it marked a significant turning point in American history.",7.875164031982422,true,False
does barney die in how i met your mother,Barney Stinson,False,"The final season revolves around Barney and Robin's wedding weekend. After some apprehension on both their parts, they get married in ``The End of the Aisle'' after he vows to always be honest with her. The series finale, ``Last Forever'', reveals that, three years after their wedding, they get divorced because Robin's hectic travel schedule prevents them from spending any time together. Barney returns to a lifestyle of meaningless sex with multiple women for several years afterward, until he gets one of his one-night stands pregnant. He hates the idea of being a father until the day his child -- a girl named Ellie -- is born. He falls in love with her at first sight and becomes a devoted father, turning away from his player lifestyle for good.","The final season revolves around Barney and Robin's wedding weekend. After some apprehension on both their parts, they get married in ``The End of the Aisle'' after he vows to always be honest with her. The series finale, ``Last Forever'', reveals that, three years after their wedding, they get divorced because Robin's hectic travel schedule prevents them from spending any time together. Barney returns to a lifestyle of meaningless sex with multiple women for several years afterward, until he gets one of his one-night stands pregnant. He hates the idea of being a father until the day his child -- a girl named Ellie -- is born. He falls in love with her at first sight and becomes a devoted father, turning away from his player lifestyle for good.","Passage: The final season revolves around Barney and Robin's wedding weekend. After some apprehension on both their parts, they get married in ``The End of the Aisle'' after he vows to always be honest with her. The series finale, ``Last Forever'', reveals that, three years after their wedding, they get divorced because Robin's hectic travel schedule prevents them from spending any time together. Barney returns to a lifestyle of meaningless sex with multiple women for several years afterward, until he gets one of his one-night stands pregnant. He hates the idea of being a father until the day his child -- a girl named Ellie -- is born. He falls in love with her at first sight and becomes a devoted father, turning away from his player lifestyle for good.
Question: does barney die in how i met your mother","?
No, Barney dies in the series finale, ""Last Forever"".",3.411407947540283,false,False
can you drive with a beer in texas,Alcohol laws of Texas,False,All previously opened containers of alcoholic beverages must be stored and transported in a vehicle's trunk or other storage to which the driver and or any passengers do not have access.,All previously opened containers of alcoholic beverages must be stored and transported in a vehicle's trunk or other storage to which the driver and or any passengers do not have access.,"Passage: All previously opened containers of alcoholic beverages must be stored and transported in a vehicle's trunk or other storage to which the driver and or any passengers do not have access.
Question: can you drive with a beer in texas","?
In Texas, it is illegal to drive with a beer in the trunk of a vehicle. According to the Texas Department of Public Safety, it is illegal to transport any alcoholic beverage in a vehicle, including beer, wine, or liquor. This law applies to all vehicles, including cars, trucks, and motorcycles. The law is enforced by law enforcement officers and can result in fines and penalties for drivers who are caught driving with an open container of alcohol.",24.874408721923828,false,False
does borderlands 2 handsome collection have all dlc,Borderlands: The Handsome Collection,True,"Borderlands: The Handsome Collection is a compilation of first-person shooter video games developed by Gearbox Software and published by 2K Games. The collection consists of ports of Borderlands 2 and Borderlands: The Pre-Sequel for PlayStation 4 and Xbox One, along with all of their accompanying downloadable content, enhanced local multiplayer, and the ability to transfer save data from their respective PlayStation 3/Vita and Xbox 360 versions.","Borderlands: The Handsome Collection is a compilation of first-person shooter video games developed by Gearbox Software and published by 2K Games. The collection consists of ports of Borderlands 2 and Borderlands: The Pre-Sequel for PlayStation 4 and Xbox One, along with all of their accompanying downloadable content, enhanced local multiplayer, and the ability to transfer save data from their respective PlayStation 3/Vita and Xbox 360 versions.","Passage: Borderlands: The Handsome Collection is a compilation of first-person shooter video games developed by Gearbox Software and published by 2K Games. The collection consists of ports of Borderlands 2 and Borderlands: The Pre-Sequel for PlayStation 4 and Xbox One, along with all of their accompanying downloadable content, enhanced local multiplayer, and the ability to transfer save data from their respective PlayStation 3/Vita and Xbox 360 versions.
Question: does borderlands 2 handsome collection have all dlc","?
No, Borderlands 2: The Handsome Collection does not include all DLC. The collection includes Borderlands 2 and Borderlands: The Pre-Sequel, but it does not include all of the DLC that was available for these games. The DLC for Borderlands 2 includes the ""The Secret"" and ""The Vault"" packs, as well as the ""The Secret"" and ""The Vault"" packs for Borderlands: The Pre-Sequel. The collection also includes the ""The",31.287899017333984,true,False
